Customer_Satisfaction_ID,Date,Promoters,Detractors,Total_Surveys,Total_Scores
1604,2024-05-22,6,2,9,73
1605,2024-05-23,5,0,7,62
1606,2024-05-24,8,3,13,103
1607,2024-05-25,14,1,15,136
1608,2024-05-26,8,1,10,88
1609,2024-05-27,8,1,9,76
1610,2024-05-28,4,0,4,38
1611,2024-05-29,5,2,9,68
1612,2024-05-30,3,0,4,36
1613,2024-05-31,6,0,7,66
1614,2024-06-01,9,1,12,101
1615,2024-06-02,3,1,7,53
1616,2024-06-03,3,1,7,54
1617,2024-06-04,8,1,10,87
1618,2024-06-05,7,2,9,69
1619,2024-06-06,10,0,11,104
1620,2024-06-07,8,0,9,82
1621,2024-06-08,5,1,8,64
1622,2024-06-09,8,1,9,78
1623,2024-06-10,3,1,5,38
1624,2024-06-11,8,0,9,83
1625,2024-06-12,6,0,8,72
1626,2024-06-13,6,1,8,71
1627,2024-06-14,2,0,2,20
1628,2024-06-15,3,2,7,50
1629,2024-06-16,5,2,8,59
1630,2024-06-17,6,2,8,63
1631,2024-06-18,10,1,14,120
1632,2024-06-19,8,2,12,101
1633,2024-06-20,3,2,10,71
1634,2024-06-21,2,0,3,27
1635,2024-06-22,2,0,3,28
1636,2024-06-23,7,0,10,88
1637,2024-06-24,6,1,10,83
1638,2024-06-25,14,0,14,134
1639,2024-06-26,4,0,8,69
1640,2024-06-27,6,2,9,77
1641,2024-06-28,4,0,7,62
1642,2024-06-29,6,1,10,80
1643,2024-06-30,10,2,12,103
1644,2024-07-01,6,1,9,76
1645,2024-07-02,5,1,8,67
1646,2024-07-03,8,1,12,104
1647,2024-07-04,8,2,13,105
1648,2024-07-05,8,2,10,80
1649,2024-07-06,10,0,12,110
1650,2024-07-07,7,0,9,84
1651,2024-07-08,7,0,7,65
1652,2024-07-09,3,1,5,37
1653,2024-07-10,5,0,8,67
1654,2024-07-11,5,2,10,82
1655,2024-07-12,3,1,6,46
1656,2024-07-13,7,1,12,102
1657,2024-07-14,9,3,13,107
1658,2024-07-15,5,1,8,66
1659,2024-07-16,7,1,9,75
1660,2024-07-17,3,0,6,53
1661,2024-07-18,1,0,3,23
1662,2024-07-19,5,1,7,56
1663,2024-07-20,4,1,7,56
1664,2024-07-21,2,2,5,31
1665,2024-07-22,6,0,8,72
1666,2024-07-23,8,1,9,75
1667,2024-07-24,7,1,8,69
1668,2024-07-25,4,1,5,42
1669,2024-07-26,2,1,4,30
1670,2024-07-27,2,0,6,50
1671,2024-07-28,8,0,8,75
1672,2024-07-29,6,1,8,67
1673,2024-07-30,9,1,11,97
1674,2024-07-31,6,1,9,72
1675,2024-08-01,4,1,5,41
1676,2024-08-02,4,1,6,48
1677,2024-08-03,5,0,7,61
1678,2024-08-04,6,0,7,65
1679,2024-08-05,4,0,4,37
1680,2024-08-06,4,2,6,46
1681,2024-08-07,5,0,6,55
1682,2024-08-08,6,1,9,75
1683,2024-08-09,6,4,12,88
1684,2024-08-10,4,0,7,61
1685,2024-08-11,2,0,5,40
1686,2024-08-12,4,2,7,49
1687,2024-08-13,5,1,7,57
1688,2024-08-14,12,3,15,126
1689,2024-08-15,2,0,8,63
1690,2024-08-16,7,2,13,106
1691,2024-08-17,8,1,9,81
1692,2024-08-18,2,1,3,25
1693,2024-08-19,5,0,7,62
1694,2024-08-20,6,0,8,74
1695,2024-08-21,5,0,7,60
1696,2024-08-22,11,1,14,123
1697,2024-08-23,7,0,10,88
1698,2024-08-24,6,0,6,59
1699,2024-08-25,7,0,7,68
1700,2024-08-26,6,2,8,69
1701,2024-08-27,6,0,6,55
1702,2024-08-28,3,1,8,61
1703,2024-08-29,4,0,5,45
1704,2024-08-30,8,1,11,91
1705,2024-08-31,8,1,10,86
1706,2024-09-01,10,1,12,108
1707,2024-09-02,7,2,9,75
1708,2024-09-03,9,0,11,101
1709,2024-09-04,7,2,10,83
1710,2024-09-05,8,1,10,88
1711,2024-09-06,6,1,9,77
1712,2024-09-07,7,0,8,74
1713,2024-09-08,7,0,7,66
1714,2024-09-09,4,0,8,69
1715,2024-09-10,7,0,7,67
1716,2024-09-11,9,0,11,101
1717,2024-09-12,6,1,11,91
1718,2024-09-13,7,5,15,108
1719,2024-09-14,4,0,4,39
1720,2024-09-15,11,4,19,153
1721,2024-09-16,9,0,11,99
1722,2024-09-17,9,2,13,111
1723,2024-09-18,7,3,10,77
1724,2024-09-19,2,2,6,39
1725,2024-09-20,7,1,10,88
1726,2024-09-21,5,0,10,88
1727,2024-09-22,9,0,11,100
1728,2024-09-23,7,1,10,88
1729,2024-09-24,5,0,6,55
1730,2024-09-25,2,1,8,58
1731,2024-09-26,6,0,6,57
1732,2024-09-27,2,0,2,19
1733,2024-09-28,4,0,6,52
1734,2024-09-29,8,0,12,106
1735,2024-09-30,7,0,9,82
1736,2024-10-01,2,0,2,20
1737,2024-10-02,8,0,9,82
1738,2024-10-03,3,0,4,35
1739,2024-10-04,3,0,6,51
1740,2024-10-05,4,2,10,76
1741,2024-10-06,4,1,6,48
1742,2024-10-07,7,5,15,105
1743,2024-10-08,3,1,7,56
1744,2024-10-09,13,3,16,140
1745,2024-10-10,6,1,9,75
1746,2024-10-11,4,1,6,49
1747,2024-10-12,8,0,8,77
1748,2024-10-13,11,1,14,127
1749,2024-10-14,7,1,10,86
1750,2024-10-15,4,2,7,54
1751,2024-10-16,7,0,8,74
1752,2024-10-17,6,0,7,65
1753,2024-10-18,4,1,5,41
1754,2024-10-19,4,0,5,44
1755,2024-10-20,10,1,12,103
1756,2024-10-21,2,2,6,40
1757,2024-10-22,7,2,10,79
1758,2024-10-23,6,0,7,63
1759,2024-10-24,4,1,8,65
1760,2024-10-25,9,0,9,86
1761,2024-10-26,9,1,13,107
1762,2024-10-27,6,2,9,69
1763,2024-10-28,9,1,10,92
1764,2024-10-29,10,0,12,109
1765,2024-10-30,5,4,11,79
1766,2024-10-31,12,0,13,120
1767,2024-11-01,5,1,7,57
1768,2024-11-02,4,1,6,51
1769,2024-11-03,7,1,8,70
1770,2024-11-04,8,0,8,78
1771,2024-11-05,3,1,5,39
1772,2024-11-06,2,0,4,36
1773,2024-11-07,10,1,13,113
1774,2024-11-08,9,1,10,86
1775,2024-11-09,12,1,14,128
1776,2024-11-10,9,0,12,111
1777,2024-11-11,10,0,11,104
1778,2024-11-12,5,0,8,70
1779,2024-11-13,7,0,7,67
1780,2024-11-14,7,0,9,79
1781,2024-11-15,8,0,9,84
1782,2024-11-16,9,0,9,87
1783,2024-11-17,9,0,10,93
1784,2024-11-18,6,1,7,63
1785,2024-11-19,6,0,8,72
1786,2024-11-20,5,1,8,65
1787,2024-11-21,2,0,2,20
1788,2024-11-22,8,0,8,76
1789,2024-11-23,3,0,9,71
1790,2024-11-24,10,1,17,148
1791,2024-11-25,3,4,8,51
1792,2024-11-26,9,0,9,85
1793,2024-11-27,6,0,6,57
1794,2024-11-28,8,0,10,91
1795,2024-11-29,6,1,8,71
1796,2024-11-30,7,0,7,66
1797,2024-12-01,2,0,3,26
1798,2024-12-02,2,1,5,36
1799,2024-12-03,6,3,10,75
1800,2024-12-04,9,2,11,88
1801,2024-12-05,9,2,12,95
1802,2024-12-06,8,1,9,82
1803,2024-12-07,3,2,7,51
1804,2024-12-08,6,0,8,72
1805,2024-12-09,3,2,5,32
1806,2024-12-10,6,1,8,71
1807,2024-12-11,8,2,15,126
1808,2024-12-12,7,2,9,77
1809,2024-12-13,10,1,13,111
1810,2024-12-14,7,1,8,71
1811,2024-12-15,10,0,11,103
1812,2024-12-16,5,0,6,55
1813,2024-12-17,9,2,12,98
1814,2024-12-18,7,3,10,75
1815,2024-12-19,11,2,16,130
1816,2024-12-20,5,2,9,67
1817,2024-12-21,8,1,10,92
1818,2024-12-22,6,0,6,57
1819,2024-12-23,6,4,10,71
1820,2024-12-24,4,1,7,53
1821,2024-12-25,10,3,15,125
1822,2024-12-26,6,1,12,99
1823,2024-12-27,5,1,9,75
1824,2024-12-28,5,3,11,82
1825,2024-12-29,9,0,12,107
1826,2024-12-30,5,1,7,60
1827,2024-12-31,11,2,15,126
1828,2025-01-01,13,1,17,151
1829,2025-01-02,3,1,6,48
1830,2025-01-03,9,0,10,92
1831,2025-01-04,3,2,6,39
1832,2025-01-05,10,1,12,108
1833,2025-01-06,5,1,6,52
1834,2025-01-07,7,1,12,99
1835,2025-01-08,8,1,10,90
1836,2025-01-09,7,0,8,75
1837,2025-01-10,5,2,11,88
1838,2025-01-11,7,0,9,81
1839,2025-01-12,8,1,9,78
1840,2025-01-13,7,4,13,91
1841,2025-01-14,2,0,4,34
1842,2025-01-15,8,0,9,87
1843,2025-01-16,11,0,11,104
1844,2025-01-17,7,2,14,107
1845,2025-01-18,5,1,6,52
1846,2025-01-19,10,4,15,120
1847,2025-01-20,5,1,7,61
1848,2025-01-21,8,1,10,90
1849,2025-01-22,6,0,9,79
1850,2025-01-23,8,1,13,106
1851,2025-01-24,4,2,8,57
1852,2025-01-25,5,0,8,69
1853,2025-01-26,8,0,10,92
1854,2025-01-27,5,1,9,76
1855,2025-01-28,8,1,12,100
1856,2025-01-29,2,1,7,52
1857,2025-01-30,5,0,5,46
1858,2025-01-31,4,0,7,60
1859,2025-02-01,5,1,7,56
1860,2025-02-02,12,0,13,121
1861,2025-02-03,11,0,12,110
1862,2025-02-04,4,0,4,38
1863,2025-02-05,6,0,7,65
1864,2025-02-06,6,2,9,71
1865,2025-02-07,8,2,10,80
1866,2025-02-08,7,3,12,86
1867,2025-02-09,5,3,9,67
1868,2025-02-10,6,1,11,90
1869,2025-02-11,5,1,8,68
1870,2025-02-12,6,1,12,95
1871,2025-02-13,9,1,14,117
1872,2025-02-14,11,0,15,135
1873,2025-02-15,7,0,7,66
1874,2025-02-16,9,0,12,109
1875,2025-02-17,6,0,12,104
1876,2025-02-18,3,1,6,43
1877,2025-02-19,5,1,7,56
1878,2025-02-20,10,0,10,96
1879,2025-02-21,12,2,16,132
1880,2025-02-22,7,2,11,90
1881,2025-02-23,5,1,6,49
1882,2025-02-24,3,1,7,53
1883,2025-02-25,3,0,6,51
1884,2025-02-26,9,0,10,91
1885,2025-02-27,5,0,5,49
1886,2025-02-28,4,0,5,45
1887,2025-03-01,4,0,9,78
1888,2025-03-02,8,0,9,83
1889,2025-03-03,9,2,12,99
1890,2025-03-04,5,0,6,56
1891,2025-03-05,7,3,10,80
1892,2025-03-06,14,2,20,168
1893,2025-03-07,7,1,9,75
1894,2025-03-08,11,0,14,127
1895,2025-03-09,13,1,16,143
1896,2025-03-10,3,0,7,61
1897,2025-03-11,13,0,16,144
1898,2025-03-12,8,0,12,105
1899,2025-03-13,4,1,10,81
1900,2025-03-14,8,0,9,82
1901,2025-03-15,7,1,10,85
1902,2025-03-16,4,0,5,46
1903,2025-03-17,8,0,9,79
1904,2025-03-18,5,2,11,85
1905,2025-03-19,6,0,8,70
1906,2025-03-20,6,3,9,71
1907,2025-03-21,4,1,7,54
1908,2025-03-22,4,0,5,45
1909,2025-03-23,8,0,11,101
1910,2025-03-24,5,0,5,48
1911,2025-03-25,8,0,10,93
1912,2025-03-26,4,0,4,36
1913,2025-03-27,7,0,9,84
1914,2025-03-28,12,1,16,137
1915,2025-03-29,6,2,10,79
1916,2025-03-30,4,0,6,52
1917,2025-03-31,5,0,6,55
1918,2025-04-01,3,1,5,36
1919,2025-04-02,5,0,7,63
1920,2025-04-03,6,0,7,64
1921,2025-04-04,4,2,8,57
1922,2025-04-05,6,0,8,71
1923,2025-04-06,5,0,7,62
1924,2025-04-07,7,4,12,91
1925,2025-04-08,5,2,8,62
1926,2025-04-09,5,0,6,54
1927,2025-04-10,3,0,4,36
1928,2025-04-11,8,0,9,86
1929,2025-04-12,7,0,8,73
1930,2025-04-13,6,0,9,80
1931,2025-04-14,4,3,10,69
1932,2025-04-15,5,2,10,80
1933,2025-04-16,5,4,12,89
1934,2025-04-17,5,0,7,64
1935,2025-04-18,2,0,3,26
1936,2025-04-19,4,0,5,46
1937,2025-04-20,7,0,9,80
1938,2025-04-21,6,1,7,63
1939,2025-04-22,6,1,8,66
1940,2025-04-23,8,0,8,75
1941,2025-04-24,7,0,8,77
1942,2025-04-25,9,0,11,100
1943,2025-04-26,6,1,7,57
1944,2025-04-27,4,0,7,59
1945,2025-04-28,4,0,6,55
1946,2025-04-29,7,0,10,88
1947,2025-04-30,5,0,6,54
1948,2025-05-01,6,0,7,64
1949,2025-05-02,3,1,6,46
1950,2025-05-03,5,3,10,74
1951,2025-05-04,6,0,8,73
1952,2025-05-05,5,0,5,47
1953,2025-05-06,8,0,10,89
1954,2025-05-07,4,0,7,59
1955,2025-05-08,6,1,8,67
1956,2025-05-09,8,3,12,90
1957,2025-05-10,3,3,6,38
1958,2025-05-11,7,1,9,77
1959,2025-05-12,13,0,13,123
1960,2025-05-13,5,0,5,49
1961,2025-05-14,7,1,10,85
1962,2025-05-15,8,1,10,87
1963,2025-05-16,10,1,11,100
1964,2025-05-17,8,0,9,81
1965,2025-05-18,5,0,8,71
1966,2025-05-19,6,1,9,75
1967,2025-05-20,9,1,11,99
1968,2025-05-21,3,2,9,69
1969,2025-05-22,10,1,11,101
1970,2025-05-23,4,3,8,53
1971,2025-05-24,10,1,13,115
1972,2025-05-25,7,2,11,93
