Finance_ID,Date,Total_Assets,Total_Liabilities,Total_Equity,Revenue,Expenses,Net_Profit,Report_Date,Currency,Created_At
992,2022-09-18,1190760794.24,908341306.16,282419488.08,182282.21,149089.16,33193.04,2022-09-18,EUR,2025-05-25 21:55:48.202198
993,2022-09-19,1191965075.84,867725666.31,324239409.53,162912.42,121178.95,41733.47,2022-09-19,EUR,2025-05-25 21:55:48.202198
994,2022-09-20,1193160029.87,854742727.21,338417302.66,169653.4,139548.17,30105.23,2022-09-20,EUR,2025-05-25 21:55:48.202198
995,2022-09-21,1194361192.51,795743110.11,398618082.4,178747.93,116587.24,62160.69,2022-09-21,EUR,2025-05-25 21:55:48.202198
996,2022-09-22,1195582733.13,813021997.67,382560735.46,203518.38,116602.2,86916.18,2022-09-22,EUR,2025-05-25 21:55:48.202198
997,2022-09-23,1196807051.95,847080648.92,349726403.02,183351.43,147111.13,36240.3,2022-09-23,EUR,2025-05-25 21:55:48.202198
998,2022-09-24,1197963703.88,913852998.83,284110705.05,181953.35,124808.72,57144.63,2022-09-24,EUR,2025-05-25 21:55:48.202198
999,2022-09-25,1199178234.93,862284700.81,336893534.12,191532.61,139819.31,51713.3,2022-09-25,EUR,2025-05-25 21:55:48.202198
1000,2022-09-26,1200352556.93,794639990.72,405712566.2,186287.67,163726.33,22561.34,2022-09-26,EUR,2025-05-25 21:55:48.202198
1001,2022-09-27,1201544594.97,855921799.39,345622795.58,201908.93,140665.41,61243.52,2022-09-27,EUR,2025-05-25 21:55:48.202198
1002,2022-09-28,1202762827.86,893910101.23,308852726.63,202001.65,133810.93,68190.72,2022-09-28,EUR,2025-05-25 21:55:48.202198
1003,2022-09-29,1203974480.51,834110524.76,369863955.75,195404.08,134374.15,61029.93,2022-09-29,EUR,2025-05-25 21:55:48.202198
1004,2022-09-30,1205173471.41,934442287.21,270731184.2,154689.31,129204.15,25485.16,2022-09-30,EUR,2025-05-25 21:55:48.202198
1005,2022-10-01,1206394061.68,844123520.01,362270541.67,150756.27,158924.87,-8168.6,2022-10-01,EUR,2025-05-25 21:55:48.202198
1006,2022-10-02,1207603167.4,863144107.94,344459059.46,175779.41,141838.16,33941.25,2022-10-02,EUR,2025-05-25 21:55:48.202198
1007,2022-10-03,1208769067.29,896088265.22,312680802.07,204570.75,140518.04,64052.71,2022-10-03,EUR,2025-05-25 21:55:48.202198
1008,2022-10-04,1209993290.32,860126720.02,349866570.3,175248.26,135564.72,39683.54,2022-10-04,EUR,2025-05-25 21:55:48.202198
1009,2022-10-05,1211183342.84,819005555.16,392177787.67,186607.79,131500.81,55106.98,2022-10-05,EUR,2025-05-25 21:55:48.202198
1010,2022-10-06,1212382122.34,918034543.47,294347578.87,174528.73,132938.64,41590.09,2022-10-06,EUR,2025-05-25 21:55:48.202198
1011,2022-10-07,1213548415.92,938094843.75,275453572.17,168415.09,155208.71,13206.38,2022-10-07,EUR,2025-05-25 21:55:48.202198
1012,2022-10-08,1214765848.9,926565017.56,288200831.34,163420.52,140687.77,22732.75,2022-10-08,EUR,2025-05-25 21:55:48.202198
1013,2022-10-09,1215957957.26,888280542.96,327677414.3,171629.72,151449.25,20180.47,2022-10-09,EUR,2025-05-25 21:55:48.202198
1014,2022-10-10,1217162399.68,856639607.61,360522792.07,180047.66,133292.41,46755.25,2022-10-10,EUR,2025-05-25 21:55:48.202198
1015,2022-10-11,1218364603.8,834011153.67,384353450.13,174437.06,135429.11,39007.95,2022-10-11,EUR,2025-05-25 21:55:48.202198
1016,2022-10-12,1219560780.16,848278064.43,371282715.73,185485.2,177653.86,7831.35,2022-10-12,EUR,2025-05-25 21:55:48.202198
1017,2022-10-13,1220752617.14,930849457.08,289903160.07,180098.54,138847.34,41251.2,2022-10-13,EUR,2025-05-25 21:55:48.202198
1018,2022-10-14,1221959428.57,925713200.62,296246227.95,190867.8,136836.39,54031.41,2022-10-14,EUR,2025-05-25 21:55:48.202198
1019,2022-10-15,1223143131.38,855980887.15,367162244.23,172994.19,138906.76,34087.43,2022-10-15,EUR,2025-05-25 21:55:48.202198
1020,2022-10-16,1224332502.55,936657551.75,287674950.8,161720.56,134710.81,27009.75,2022-10-16,EUR,2025-05-25 21:55:48.202198
1021,2022-10-17,1225514722.57,908526855.94,316987866.63,191475.25,123387.55,68087.7,2022-10-17,EUR,2025-05-25 21:55:48.202198
1022,2022-10-18,1226722572.61,941320285.9,285402286.71,196871.33,147780.56,49090.78,2022-10-18,EUR,2025-05-25 21:55:48.202198
1023,2022-10-19,1227905828.42,953375566.1,274530262.32,180948.77,146163.43,34785.34,2022-10-19,EUR,2025-05-25 21:55:48.202198
1024,2022-10-20,1229106281.74,857228767.16,371877514.59,202430.04,125567.03,76863.01,2022-10-20,EUR,2025-05-25 21:55:48.202198
1025,2022-10-21,1230324873.5,831973868.76,398351004.74,170731.34,134655.1,36076.24,2022-10-21,EUR,2025-05-25 21:55:48.202198
1026,2022-10-22,1231535906.18,850077710.2,381458195.97,160044.95,131964.18,28080.77,2022-10-22,EUR,2025-05-25 21:55:48.202198
1027,2022-10-23,1232720006.59,855049478.06,377670528.53,159430.73,135323.96,24106.77,2022-10-23,EUR,2025-05-25 21:55:48.202198
1028,2022-10-24,1233923957.53,917036117.94,316887839.59,139747.48,147878.42,-8130.94,2022-10-24,EUR,2025-05-25 21:55:48.202198
1029,2022-10-25,1235109163.38,895872268.54,339236894.84,207355.36,127586.45,79768.91,2022-10-25,EUR,2025-05-25 21:55:48.202198
1030,2022-10-26,1236310917.29,849085231.28,387225686.0,180459.15,133104.72,47354.43,2022-10-26,EUR,2025-05-25 21:55:48.202198
1031,2022-10-27,1237545594.28,916324055.56,321221538.72,185596.81,155830.64,29766.16,2022-10-27,EUR,2025-05-25 21:55:48.202198
1032,2022-10-28,1238768093.46,820426015.11,418342078.35,172016.46,139795.19,32221.28,2022-10-28,EUR,2025-05-25 21:55:48.202198
1033,2022-10-29,1239956928.62,874725809.12,365231119.51,176015.2,125496.35,50518.85,2022-10-29,EUR,2025-05-25 21:55:48.202198
1034,2022-10-30,1241104260.69,834411191.74,406693068.95,177779.69,120023.74,57755.95,2022-10-30,EUR,2025-05-25 21:55:48.202198
1035,2022-10-31,1242297505.93,912311103.16,329986402.78,211153.8,153718.58,57435.22,2022-10-31,EUR,2025-05-25 21:55:48.202198
1036,2022-11-01,1243506829.66,959935809.85,283571019.81,191617.5,149975.79,41641.72,2022-11-01,EUR,2025-05-25 21:55:48.202198
1037,2022-11-02,1244703691.5,858675232.79,386028458.71,178326.73,137752.48,40574.25,2022-11-02,EUR,2025-05-25 21:55:48.202198
1038,2022-11-03,1245902531.88,816965805.12,428936726.76,178810.74,135499.47,43311.27,2022-11-03,EUR,2025-05-25 21:55:48.202198
1039,2022-11-04,1247125403.85,929539011.9,317586391.96,178743.86,131297.01,47446.85,2022-11-04,EUR,2025-05-25 21:55:48.202198
1040,2022-11-05,1248340349.18,858528293.94,389812055.24,170751.59,133076.09,37675.5,2022-11-05,EUR,2025-05-25 21:55:48.202198
1041,2022-11-06,1249496103.62,953424422.09,296071681.53,181035.53,130223.26,50812.27,2022-11-06,EUR,2025-05-25 21:55:48.202198
1042,2022-11-07,1250732506.92,832879035.66,417853471.26,181694.81,127350.31,54344.5,2022-11-07,EUR,2025-05-25 21:55:48.202198
1043,2022-11-08,1251932049.01,960175359.12,291756689.89,166079.89,149221.16,16858.73,2022-11-08,EUR,2025-05-25 21:55:48.202198
1044,2022-11-09,1253127696.81,877591185.04,375536511.77,184793.56,143849.24,40944.32,2022-11-09,EUR,2025-05-25 21:55:48.202198
1045,2022-11-10,1254350822.98,911580462.62,342770360.36,151984.66,122932.26,29052.4,2022-11-10,EUR,2025-05-25 21:55:48.202198
1046,2022-11-11,1255517356.62,889622017.39,365895339.22,186775.89,142606.73,44169.16,2022-11-11,EUR,2025-05-25 21:55:48.202198
1047,2022-11-12,1256711310.93,936902840.92,319808470.01,190113.09,130670.81,59442.28,2022-11-12,EUR,2025-05-25 21:55:48.202198
1048,2022-11-13,1257868039.91,842510767.27,415357272.64,179932.98,132857.35,47075.62,2022-11-13,EUR,2025-05-25 21:55:48.202198
1049,2022-11-14,1259044416.77,825814003.27,433230413.5,161649.19,130388.96,31260.23,2022-11-14,EUR,2025-05-25 21:55:48.202198
1050,2022-11-15,1260270826.67,846678157.29,413592669.38,190806.99,129503.01,61303.98,2022-11-15,EUR,2025-05-25 21:55:48.202198
1051,2022-11-16,1261470390.1,873188812.52,388281577.58,185062.74,147160.7,37902.04,2022-11-16,EUR,2025-05-25 21:55:48.202198
1052,2022-11-17,1262643748.99,822407273.3,440236475.69,191017.63,149547.24,41470.39,2022-11-17,EUR,2025-05-25 21:55:48.202198
1053,2022-11-18,1263855577.49,892179366.17,371676211.33,175282.57,145046.78,30235.79,2022-11-18,EUR,2025-05-25 21:55:48.202198
1054,2022-11-19,1265073824.23,847356863.05,417716961.18,170982.03,136725.6,34256.43,2022-11-19,EUR,2025-05-25 21:55:48.202198
1055,2022-11-20,1266279490.57,865134368.09,401145122.48,177615.45,139155.79,38459.66,2022-11-20,EUR,2025-05-25 21:55:48.202198
1056,2022-11-21,1267475939.83,842287270.3,425188669.54,206020.14,139659.45,66360.69,2022-11-21,EUR,2025-05-25 21:55:48.202198
1057,2022-11-22,1268670293.88,903118580.66,365551713.22,177452.45,137810.0,39642.45,2022-11-22,EUR,2025-05-25 21:55:48.202198
1058,2022-11-23,1269864367.75,949089916.89,320774450.86,193937.01,133957.66,59979.35,2022-11-23,EUR,2025-05-25 21:55:48.202198
1059,2022-11-24,1271026372.7,962017662.93,309008709.77,177940.45,129475.62,48464.84,2022-11-24,EUR,2025-05-25 21:55:48.202198
1060,2022-11-25,1272230190.59,940528760.21,331701430.38,202996.91,129934.73,73062.18,2022-11-25,EUR,2025-05-25 21:55:48.202198
1061,2022-11-26,1273436919.4,917637902.95,355799016.45,189159.06,140559.37,48599.69,2022-11-26,EUR,2025-05-25 21:55:48.202198
1062,2022-11-27,1274636287.56,919362382.81,355273904.75,184500.06,119782.58,64717.48,2022-11-27,EUR,2025-05-25 21:55:48.202198
1063,2022-11-28,1275843087.98,981812408.42,294030679.56,175529.09,145009.82,30519.26,2022-11-28,EUR,2025-05-25 21:55:48.202198
1064,2022-11-29,1277048626.91,850743983.81,426304643.1,171515.14,113389.42,58125.72,2022-11-29,EUR,2025-05-25 21:55:48.202198
1065,2022-11-30,1278252988.44,972899652.52,305353335.91,163817.74,139785.44,24032.3,2022-11-30,EUR,2025-05-25 21:55:48.202198
1066,2022-12-01,1279469517.36,919120898.89,360348618.47,157619.03,136877.61,20741.41,2022-12-01,EUR,2025-05-25 21:55:48.202198
1067,2022-12-02,1280650232.0,993037585.92,287612646.07,146646.63,133403.55,13243.08,2022-12-02,EUR,2025-05-25 21:55:48.202198
1068,2022-12-03,1281883459.13,989662348.65,292221110.48,180596.57,133005.08,47591.49,2022-12-03,EUR,2025-05-25 21:55:48.202198
1069,2022-12-04,1283063801.6,968125307.21,314938494.39,191947.48,136816.43,55131.05,2022-12-04,EUR,2025-05-25 21:55:48.202198
1070,2022-12-05,1284264613.55,903838370.35,380426243.2,186124.96,128317.63,57807.33,2022-12-05,EUR,2025-05-25 21:55:48.202198
1071,2022-12-06,1285456046.45,913225489.16,372230557.29,179687.41,148287.25,31400.16,2022-12-06,EUR,2025-05-25 21:55:48.202198
1072,2022-12-07,1286669047.29,942344729.56,344324317.73,168796.97,140984.79,27812.18,2022-12-07,EUR,2025-05-25 21:55:48.202198
1073,2022-12-08,1287913290.79,1000728474.87,287184815.91,187441.85,122557.96,64883.89,2022-12-08,EUR,2025-05-25 21:55:48.202198
1074,2022-12-09,1289099274.8,850565981.95,438533292.85,193339.77,137875.49,55464.28,2022-12-09,EUR,2025-05-25 21:55:48.202198
1075,2022-12-10,1290303902.78,948492051.09,341811851.69,173801.69,139189.31,34612.38,2022-12-10,EUR,2025-05-25 21:55:48.202198
1076,2022-12-11,1291508407.15,875742088.53,415766318.62,174269.49,119723.49,54546.0,2022-12-11,EUR,2025-05-25 21:55:48.202198
1077,2022-12-12,1292758314.26,888203499.03,404554815.23,204907.07,117424.96,87482.11,2022-12-12,EUR,2025-05-25 21:55:48.202198
1078,2022-12-13,1293980862.9,924889043.19,369091819.71,164622.37,150010.81,14611.56,2022-12-13,EUR,2025-05-25 21:55:48.202198
1079,2022-12-14,1295182909.58,990682230.97,304500678.61,177732.73,151498.69,26234.04,2022-12-14,EUR,2025-05-25 21:55:48.202198
1080,2022-12-15,1296369283.89,887206857.79,409162426.1,181163.41,143019.27,38144.14,2022-12-15,EUR,2025-05-25 21:55:48.202198
1081,2022-12-16,1297561644.37,971718559.71,325843084.66,185519.36,147711.42,37807.93,2022-12-16,EUR,2025-05-25 21:55:48.202198
1082,2022-12-17,1298786345.79,922999110.0,375787235.79,155828.15,140706.19,15121.96,2022-12-17,EUR,2025-05-25 21:55:48.202198
1083,2022-12-18,1299976130.82,863787626.78,436188504.04,200753.88,148693.16,52060.72,2022-12-18,EUR,2025-05-25 21:55:48.202198
1084,2022-12-19,1301185994.94,970607060.62,330578934.32,196904.2,131669.46,65234.74,2022-12-19,EUR,2025-05-25 21:55:48.202198
1085,2022-12-20,1302368262.13,930228202.64,372140059.5,168613.38,139116.5,29496.88,2022-12-20,EUR,2025-05-25 21:55:48.202198
1086,2022-12-21,1303576672.21,925977141.88,377599530.33,175726.26,133727.7,41998.56,2022-12-21,EUR,2025-05-25 21:55:48.202198
1087,2022-12-22,1304779661.86,866201793.49,438577868.37,190437.33,122586.08,67851.25,2022-12-22,EUR,2025-05-25 21:55:48.202198
1088,2022-12-23,1305990419.88,1017147176.62,288843243.26,177094.86,114850.73,62244.13,2022-12-23,EUR,2025-05-25 21:55:48.202198
1089,2022-12-24,1307173563.13,922932018.6,384241544.53,181746.69,152847.56,28899.13,2022-12-24,EUR,2025-05-25 21:55:48.202198
1090,2022-12-25,1308361007.38,869443850.48,438917156.9,201517.25,145039.58,56477.67,2022-12-25,EUR,2025-05-25 21:55:48.202198
1091,2022-12-26,1309577707.04,915441734.37,394135972.67,170152.86,140626.27,29526.59,2022-12-26,EUR,2025-05-25 21:55:48.202198
1092,2022-12-27,1310777756.44,1019199409.69,291578346.75,184879.72,147263.68,37616.03,2022-12-27,EUR,2025-05-25 21:55:48.202198
1093,2022-12-28,1311968919.54,976990089.11,334978830.43,175824.05,133398.91,42425.14,2022-12-28,EUR,2025-05-25 21:55:48.202198
1094,2022-12-29,1313144500.47,853674374.24,459470126.23,174330.78,126829.61,47501.17,2022-12-29,EUR,2025-05-25 21:55:48.202198
1095,2022-12-30,1314333739.15,930137287.06,384196452.09,176691.94,139039.15,37652.79,2022-12-30,EUR,2025-05-25 21:55:48.202198
1096,2022-12-31,1315530973.38,866932718.21,448598255.18,170364.51,138521.22,31843.29,2022-12-31,EUR,2025-05-25 21:55:48.202198
1097,2023-01-01,1316708046.76,1025558386.26,291149660.51,167858.05,140083.33,27774.72,2023-01-01,EUR,2025-05-25 21:55:48.202198
1098,2023-01-02,1317901602.23,1026515126.15,291386476.08,192634.87,136872.98,55761.9,2023-01-02,EUR,2025-05-25 21:55:48.202198
1099,2023-01-03,1319107741.2,980122896.04,338984845.17,167557.35,135342.58,32214.78,2023-01-03,EUR,2025-05-25 21:55:48.202198
1100,2023-01-04,1320340187.59,929987711.89,390352475.7,167615.82,150766.1,16849.72,2023-01-04,EUR,2025-05-25 21:55:48.202198
1101,2023-01-05,1321521500.61,871340077.77,450181422.85,173398.37,140574.98,32823.38,2023-01-05,EUR,2025-05-25 21:55:48.202198
1102,2023-01-06,1322705506.34,1002324015.93,320381490.41,178063.9,143417.16,34646.73,2023-01-06,EUR,2025-05-25 21:55:48.202198
1103,2023-01-07,1323935031.78,945803718.15,378131313.63,175689.77,131604.3,44085.46,2023-01-07,EUR,2025-05-25 21:55:48.202198
1104,2023-01-08,1325135573.19,955444942.66,369690630.53,158249.83,148145.2,10104.62,2023-01-08,EUR,2025-05-25 21:55:48.202198
1105,2023-01-09,1326318967.28,1027103447.74,299215519.54,177928.15,144683.82,33244.33,2023-01-09,EUR,2025-05-25 21:55:48.202198
1106,2023-01-10,1327503887.27,1021859642.06,305644245.21,227585.32,149468.11,78117.22,2023-01-10,EUR,2025-05-25 21:55:48.202198
1107,2023-01-11,1328695142.56,1020983004.41,307712138.15,180418.42,166093.86,14324.56,2023-01-11,EUR,2025-05-25 21:55:48.202198
1108,2023-01-12,1329901485.72,951155359.55,378746126.17,195654.18,137796.72,57857.46,2023-01-12,EUR,2025-05-25 21:55:48.202198
1109,2023-01-13,1331100473.04,927026957.34,404073515.7,182670.87,152176.59,30494.29,2023-01-13,EUR,2025-05-25 21:55:48.202198
1110,2023-01-14,1332326570.42,1023814231.78,308512338.64,152808.17,154900.8,-2092.63,2023-01-14,EUR,2025-05-25 21:55:48.202198
1111,2023-01-15,1333536038.62,895564565.12,437971473.5,185675.29,164337.96,21337.33,2023-01-15,EUR,2025-05-25 21:55:48.202198
1112,2023-01-16,1334675873.11,1039480620.27,295195252.84,183449.07,143164.9,40284.17,2023-01-16,EUR,2025-05-25 21:55:48.202198
1113,2023-01-17,1335859961.09,931370509.75,404489451.35,172603.77,132555.95,40047.82,2023-01-17,EUR,2025-05-25 21:55:48.202198
1114,2023-01-18,1337066336.24,1037172867.67,299893468.57,200408.94,125263.02,75145.91,2023-01-18,EUR,2025-05-25 21:55:48.202198
1115,2023-01-19,1338255725.67,961306106.64,376949619.03,178058.02,146284.62,31773.4,2023-01-19,EUR,2025-05-25 21:55:48.202198
1116,2023-01-20,1339478430.08,979692068.79,359786361.29,199968.14,130664.47,69303.67,2023-01-20,EUR,2025-05-25 21:55:48.202198
1117,2023-01-21,1340684293.79,1002208503.55,338475790.24,196658.55,145603.7,51054.85,2023-01-21,EUR,2025-05-25 21:55:48.202198
1118,2023-01-22,1341886097.56,946750712.6,395135384.96,203875.36,137351.07,66524.29,2023-01-22,EUR,2025-05-25 21:55:48.202198
1119,2023-01-23,1343069335.09,1045355620.07,297713715.03,190993.75,155308.53,35685.22,2023-01-23,EUR,2025-05-25 21:55:48.202198
1120,2023-01-24,1344312326.03,930285777.16,414026548.86,217450.55,138058.91,79391.64,2023-01-24,EUR,2025-05-25 21:55:48.202198
1121,2023-01-25,1345492453.82,951906773.17,393585680.65,169777.77,156809.72,12968.05,2023-01-25,EUR,2025-05-25 21:55:48.202198
1122,2023-01-26,1346739038.85,924626355.16,422112683.69,187239.29,145539.37,41699.92,2023-01-26,EUR,2025-05-25 21:55:48.202198
1123,2023-01-27,1347948501.78,955527015.41,392421486.38,193375.52,133248.16,60127.36,2023-01-27,EUR,2025-05-25 21:55:48.202198
1124,2023-01-28,1349155975.03,1021181647.55,327974327.48,182470.38,136079.67,46390.71,2023-01-28,EUR,2025-05-25 21:55:48.202198
1125,2023-01-29,1350368447.2,894718331.8,455650115.4,166522.91,135630.73,30892.18,2023-01-29,EUR,2025-05-25 21:55:48.202198
1126,2023-01-30,1351564780.74,992086070.5,359478710.24,168381.14,140419.54,27961.59,2023-01-30,EUR,2025-05-25 21:55:48.202198
1127,2023-01-31,1352762213.11,990887872.94,361874340.17,178938.95,125159.32,53779.63,2023-01-31,EUR,2025-05-25 21:55:48.202198
1128,2023-02-01,1353958799.64,995065126.18,358893673.46,185749.45,138966.02,46783.43,2023-02-01,EUR,2025-05-25 21:55:48.202198
1129,2023-02-02,1355161547.09,894286731.02,460874816.07,191192.4,132373.61,58818.79,2023-02-02,EUR,2025-05-25 21:55:48.202198
1130,2023-02-03,1356325516.22,974818200.83,381507315.39,187970.65,142252.2,45718.45,2023-02-03,EUR,2025-05-25 21:55:48.202198
1131,2023-02-04,1357533643.86,1030466211.93,327067431.93,180030.14,149615.47,30414.67,2023-02-04,EUR,2025-05-25 21:55:48.202198
1132,2023-02-05,1358723725.87,917367133.45,441356592.42,186114.56,152358.09,33756.47,2023-02-05,EUR,2025-05-25 21:55:48.202198
1133,2023-02-06,1359924386.21,984539989.68,375384396.53,205489.91,151497.43,53992.47,2023-02-06,EUR,2025-05-25 21:55:48.202198
1134,2023-02-07,1361131501.25,969340791.99,391790709.27,147698.07,171737.95,-24039.88,2023-02-07,EUR,2025-05-25 21:55:48.202198
1135,2023-02-08,1362295363.27,985852471.36,376442891.91,148082.65,120892.39,27190.26,2023-02-08,EUR,2025-05-25 21:55:48.202198
1136,2023-02-09,1363462007.91,913650098.9,449811909.02,171310.7,138520.45,32790.25,2023-02-09,EUR,2025-05-25 21:55:48.202198
1137,2023-02-10,1364610192.52,1022572054.63,342038137.89,163474.31,143604.63,19869.68,2023-02-10,EUR,2025-05-25 21:55:48.202198
1138,2023-02-11,1365825862.21,1003759785.24,362066076.96,193821.73,144369.79,49451.93,2023-02-11,EUR,2025-05-25 21:55:48.202198
1139,2023-02-12,1367056954.93,1044767362.18,322289592.75,177991.21,137285.09,40706.12,2023-02-12,EUR,2025-05-25 21:55:48.202198
1140,2023-02-13,1368273322.21,968050896.81,400222425.4,203432.44,150520.68,52911.76,2023-02-13,EUR,2025-05-25 21:55:48.202198
1141,2023-02-14,1369473419.35,1053390307.68,316083111.67,167821.9,174452.27,-6630.37,2023-02-14,EUR,2025-05-25 21:55:48.202198
1142,2023-02-15,1370684782.9,1057482883.01,313201899.88,184478.56,135554.04,48924.53,2023-02-15,EUR,2025-05-25 21:55:48.202198
1143,2023-02-16,1371877364.95,946012229.76,425865135.19,166017.26,123152.82,42864.44,2023-02-16,EUR,2025-05-25 21:55:48.202198
1144,2023-02-17,1373066811.3,1061632893.26,311433918.04,163373.8,152000.74,11373.06,2023-02-17,EUR,2025-05-25 21:55:48.202198
1145,2023-02-18,1374253221.96,959138079.95,415115142.0,167626.56,129098.2,38528.37,2023-02-18,EUR,2025-05-25 21:55:48.202198
1146,2023-02-19,1375479848.04,949258046.63,426221801.41,177146.07,163730.81,13415.26,2023-02-19,EUR,2025-05-25 21:55:48.202198
1147,2023-02-20,1376709937.63,1072173969.02,304535968.61,177466.34,131804.66,45661.68,2023-02-20,EUR,2025-05-25 21:55:48.202198
1148,2023-02-21,1377929518.08,1002688395.24,375241122.84,172446.63,144880.29,27566.34,2023-02-21,EUR,2025-05-25 21:55:48.202198
1149,2023-02-22,1379115201.23,1013125065.9,365990135.32,179303.32,136012.04,43291.29,2023-02-22,EUR,2025-05-25 21:55:48.202198
1150,2023-02-23,1380328493.46,1053305852.6,327022640.87,221100.83,133919.42,87181.41,2023-02-23,EUR,2025-05-25 21:55:48.202198
1151,2023-02-24,1381506292.02,945839073.94,435667218.08,215905.34,142000.83,73904.51,2023-02-24,EUR,2025-05-25 21:55:48.202198
1152,2023-02-25,1382691110.07,1007092252.41,375598857.66,154955.61,130867.18,24088.42,2023-02-25,EUR,2025-05-25 21:55:48.202198
1153,2023-02-26,1383872368.22,953469308.7,430403059.52,173103.76,152637.13,20466.63,2023-02-26,EUR,2025-05-25 21:55:48.202198
1154,2023-02-27,1385094922.98,915892781.79,469202141.19,193666.19,132152.04,61514.15,2023-02-27,EUR,2025-05-25 21:55:48.202198
1155,2023-02-28,1386280523.25,1011818654.7,374461868.56,199664.64,130827.38,68837.26,2023-02-28,EUR,2025-05-25 21:55:48.202198
1156,2023-03-01,1387477246.95,998945801.66,388531445.29,158628.52,144064.71,14563.81,2023-03-01,EUR,2025-05-25 21:55:48.202198
1157,2023-03-02,1388653196.39,1066996393.95,321656802.44,207486.8,154344.23,53142.57,2023-03-02,EUR,2025-05-25 21:55:48.202198
1158,2023-03-03,1389841751.28,982346823.46,407494927.82,202882.17,136104.86,66777.32,2023-03-03,EUR,2025-05-25 21:55:48.202198
1159,2023-03-04,1391039488.64,1057082635.46,333956853.18,198321.24,131905.53,66415.71,2023-03-04,EUR,2025-05-25 21:55:48.202198
1160,2023-03-05,1392271612.36,925091472.45,467180139.91,179050.89,155690.85,23360.04,2023-03-05,EUR,2025-05-25 21:55:48.202198
1161,2023-03-06,1393475326.58,978749443.14,414725883.44,163160.15,132158.48,31001.67,2023-03-06,EUR,2025-05-25 21:55:48.202198
1162,2023-03-07,1394675561.23,1081266491.2,313409070.03,184766.69,152662.27,32104.42,2023-03-07,EUR,2025-05-25 21:55:48.202198
1163,2023-03-08,1395851207.46,1082332061.16,313519146.3,161564.11,136448.16,25115.94,2023-03-08,EUR,2025-05-25 21:55:48.202198
1164,2023-03-09,1397037022.16,1045344779.17,351692242.99,183431.61,119536.11,63895.5,2023-03-09,EUR,2025-05-25 21:55:48.202198
1165,2023-03-10,1398254377.29,927832884.11,470421493.17,199911.43,132048.98,67862.45,2023-03-10,EUR,2025-05-25 21:55:48.202198
1166,2023-03-11,1399459877.56,1091369915.96,308089961.6,179435.73,140281.98,39153.76,2023-03-11,EUR,2025-05-25 21:55:48.202198
1167,2023-03-12,1400624855.58,1079502101.62,321122753.96,165518.7,152433.84,13084.85,2023-03-12,EUR,2025-05-25 21:55:48.202198
1168,2023-03-13,1401800881.19,1086414652.61,315386228.59,189083.6,125541.88,63541.72,2023-03-13,EUR,2025-05-25 21:55:48.202198
1169,2023-03-14,1403003525.75,917008914.37,485994611.38,188739.65,151250.38,37489.28,2023-03-14,EUR,2025-05-25 21:55:48.202198
1170,2023-03-15,1404214725.34,1002316972.53,401897752.81,157137.71,157148.91,-11.2,2023-03-15,EUR,2025-05-25 21:55:48.202198
1171,2023-03-16,1405414166.69,1044546353.55,360867813.14,162272.46,149188.37,13084.09,2023-03-16,EUR,2025-05-25 21:55:48.202198
1172,2023-03-17,1406640320.69,1039648719.95,366991600.74,168811.11,142363.56,26447.54,2023-03-17,EUR,2025-05-25 21:55:48.202198
1173,2023-03-18,1407825110.72,960756654.02,447068456.71,184415.96,133566.21,50849.76,2023-03-18,EUR,2025-05-25 21:55:48.202198
1174,2023-03-19,1409008286.75,1022815199.49,386193087.26,181360.6,139350.65,42009.95,2023-03-19,EUR,2025-05-25 21:55:48.202198
1175,2023-03-20,1410191399.82,1080330123.26,329861276.56,184400.51,147539.86,36860.65,2023-03-20,EUR,2025-05-25 21:55:48.202198
1176,2023-03-21,1411392925.38,928862170.84,482530754.55,158217.0,143363.86,14853.14,2023-03-21,EUR,2025-05-25 21:55:48.202198
1177,2023-03-22,1412579327.93,979691848.98,432887478.96,187578.52,141642.75,45935.78,2023-03-22,EUR,2025-05-25 21:55:48.202198
1178,2023-03-23,1413784592.65,1004198468.96,409586123.69,173593.97,126641.55,46952.42,2023-03-23,EUR,2025-05-25 21:55:48.202198
1179,2023-03-24,1414986964.8,1078656889.6,336330075.2,182282.06,133668.09,48613.97,2023-03-24,EUR,2025-05-25 21:55:48.202198
1180,2023-03-25,1416162773.24,978977593.63,437185179.61,173534.47,135934.83,37599.64,2023-03-25,EUR,2025-05-25 21:55:48.202198
1181,2023-03-26,1417413911.83,1047665726.61,369748185.22,193455.95,129697.5,63758.45,2023-03-26,EUR,2025-05-25 21:55:48.202198
1182,2023-03-27,1418622139.02,1034514813.61,384107325.41,163236.88,160403.82,2833.05,2023-03-27,EUR,2025-05-25 21:55:48.202198
1183,2023-03-28,1419833626.48,1052849217.02,366984409.45,169482.44,157268.53,12213.91,2023-03-28,EUR,2025-05-25 21:55:48.202198
1184,2023-03-29,1421032649.75,1094010839.52,327021810.23,182492.38,137333.18,45159.2,2023-03-29,EUR,2025-05-25 21:55:48.202198
1185,2023-03-30,1422225815.94,1021685575.6,400540240.33,170594.13,126997.12,43597.01,2023-03-30,EUR,2025-05-25 21:55:48.202198
1186,2023-03-31,1423447912.68,1038428073.76,385019838.92,177230.39,138466.12,38764.27,2023-03-31,EUR,2025-05-25 21:55:48.202198
