Interaction_ID,Client_ID,Channel,Action_Type,Resolution_Time
1846,15624,App,Consulta,260
1847,2900,Call Center,Login,240
1848,3088,Web,Login,113
1849,12352,App,Consulta,264
1850,10100,Web,Transfer,250
1851,22474,Call Center,Login,231
1852,18351,App,Login,450
1853,19824,App,Transfer,126
1854,16954,Web,Login,128
1855,23389,Web,Consulta,133
1856,2687,Web,Consulta,325
1857,23931,Web,Transfer,280
1858,4427,Web,Consulta,76
1859,21938,Call Center,Consulta,77
1860,20071,Call Center,Consulta,34
1861,3514,App,Login,256
1862,16131,Web,Transfer,293
1863,22346,Call Center,Transfer,131
1864,4526,App,Login,452
1865,8497,Web,Consulta,150
1866,23263,App,Login,307
1867,11235,App,Consulta,315
1868,9389,Web,Login,471
1869,2733,App,Transfer,255
1870,13123,Web,Consulta,31
1871,70,Call Center,Transfer,133
1872,6339,App,Login,437
1873,3015,Call Center,Consulta,450
1874,21291,App,Login,128
1875,11450,App,Consulta,280
1876,22953,Call Center,Login,73
1877,23075,Call Center,Login,474
1878,3865,Web,Transfer,200
1879,15353,Call Center,Transfer,452
1880,18007,Call Center,Login,75
1881,2360,Call Center,Consulta,371
1882,5643,Call Center,Consulta,95
1883,9380,Call Center,Consulta,383
1884,24242,App,Transfer,415
1885,11901,Web,Login,208
1886,8542,Web,Transfer,304
1887,9111,Web,Consulta,225
1888,9503,App,Transfer,367
1889,17720,Call Center,Login,298
1890,20261,App,Consulta,337
1891,16256,App,Login,398
1892,20928,Web,Consulta,198
1893,16030,Call Center,Login,100
1894,7567,Call Center,Login,111
1895,3652,Call Center,Transfer,261
1896,19551,App,Login,336
1897,2749,Call Center,Transfer,85
1898,5458,App,Transfer,74
1899,2345,Web,Transfer,443
1900,5890,App,Transfer,415
1901,17214,Call Center,Consulta,61
1902,12875,App,Consulta,333
1903,19219,Web,Login,86
1904,15553,Web,Consulta,170
1905,796,Web,Consulta,28
1906,6438,Call Center,Consulta,227
1907,12980,App,Login,367
1908,20114,App,Consulta,414
1909,6625,Web,Transfer,263
1910,9608,Web,Login,365
1911,6583,Call Center,Consulta,394
1912,12650,App,Consulta,56
1913,423,App,Transfer,467
1914,20634,Web,Consulta,27
1915,17863,Web,Transfer,79
1916,20540,Call Center,Consulta,336
1917,18930,App,Login,298
1918,24911,Web,Consulta,243
1919,6482,App,Login,148
1920,17699,App,Consulta,84
1921,6990,Web,Transfer,57
1922,9251,Web,Transfer,336
1923,12257,App,Transfer,99
1924,21911,Call Center,Consulta,304
1925,15610,Call Center,Transfer,142
1926,812,Call Center,Transfer,287
1927,15348,App,Consulta,63
1928,10083,App,Consulta,292
1929,3977,App,Login,69
1930,16798,App,Login,255
1931,11789,App,Login,336
1932,687,App,Consulta,382
1933,6673,Call Center,Consulta,93
1934,6746,App,Transfer,405
1935,13086,Call Center,Consulta,426
1936,8035,Call Center,Transfer,96
1937,18635,Web,Transfer,215
1938,2746,App,Login,397
1939,5355,Call Center,Transfer,367
1940,837,App,Transfer,29
1941,4880,Web,Consulta,41
1942,9141,Call Center,Transfer,358
1943,1361,Web,Consulta,422
1944,11936,App,Transfer,290
1945,24421,Call Center,Consulta,170
1946,24799,Call Center,Login,39
1947,20047,App,Transfer,383
1948,12529,Web,Transfer,121
1949,11858,Web,Transfer,415
1950,8496,Web,Login,136
1951,3638,Call Center,Login,241
1952,13597,Call Center,Login,11
1953,22164,Web,Login,184
1954,10249,Call Center,Login,202
1955,10570,App,Login,282
1956,3207,Call Center,Transfer,449
1957,15867,Web,Transfer,304
1958,22169,Call Center,Transfer,306
1959,11459,Web,Login,17
1960,20337,App,Consulta,94
1961,19251,App,Consulta,402
1962,11304,Web,Login,477
1963,8267,App,Transfer,47
1964,15586,Web,Transfer,160
1965,12429,App,Consulta,390
1966,9790,Web,Transfer,465
1967,16812,App,Transfer,26
1968,18526,App,Transfer,319
1969,7318,Call Center,Transfer,148
1970,7877,Web,Consulta,467
1971,5034,Call Center,Transfer,276
1972,4451,App,Consulta,448
1973,6285,Web,Transfer,413
1974,21277,Call Center,Consulta,314
1975,21785,App,Consulta,307
1976,1055,Call Center,Login,430
1977,7083,Web,Login,176
1978,16068,Call Center,Consulta,169
1979,6824,App,Transfer,73
1980,23970,Call Center,Transfer,294
1981,11388,Call Center,Consulta,436
1982,7049,Web,Consulta,475
1983,12436,App,Transfer,218
1984,21165,Web,Login,124
1985,17141,App,Consulta,371
1986,23817,App,Login,362
1987,21015,App,Consulta,330
1988,11161,App,Consulta,451
1989,23205,Call Center,Transfer,48
1990,21543,App,Consulta,384
1991,10672,Call Center,Login,110
1992,3754,App,Login,425
1993,15397,App,Transfer,337
1994,4610,App,Login,408
1995,1011,App,Transfer,420
1996,18832,Call Center,Transfer,122
1997,3700,App,Consulta,141
1998,11274,Web,Login,217
1999,21222,Web,Transfer,455
2000,12054,Call Center,Login,70
2001,21207,App,Transfer,447
2002,12754,Web,Transfer,118
2003,16084,Call Center,Transfer,107
2004,433,Call Center,Consulta,333
2005,10551,App,Login,173
2006,1491,App,Consulta,9
2007,2874,App,Transfer,469
2008,4066,App,Consulta,290
2009,17012,Call Center,Login,395
2010,19516,Call Center,Login,5
2011,7025,Call Center,Login,451
2012,12588,Call Center,Transfer,146
2013,5735,Call Center,Transfer,424
2014,11463,Call Center,Consulta,180
2015,6505,Web,Consulta,418
2016,19741,Call Center,Consulta,368
2017,7057,App,Login,469
2018,8220,App,Login,230
2019,7134,Call Center,Login,145
2020,3279,App,Consulta,328
2021,10414,App,Consulta,318
2022,4320,Call Center,Login,26
2023,12868,Web,Transfer,191
2024,11816,Call Center,Consulta,280
2025,6631,Call Center,Consulta,220
2026,15410,App,Login,342
2027,22641,Call Center,Consulta,456
2028,20887,App,Login,39
2029,10234,App,Transfer,21
2030,11875,Web,Consulta,219
2031,12350,App,Login,446
2032,21960,Call Center,Consulta,149
2033,13438,Web,Consulta,270
2034,2062,Call Center,Consulta,332
2035,21826,App,Login,152
2036,8216,App,Consulta,238
2037,16397,Call Center,Login,125
2038,5862,App,Transfer,9
2039,19363,Call Center,Login,94
2040,23421,Call Center,Transfer,478
2041,14296,Call Center,Login,36
2042,6368,App,Transfer,347
2043,1686,App,Consulta,430
2044,3520,Call Center,Transfer,218
2045,15484,Web,Login,236
2046,22282,App,Transfer,467
2047,5591,App,Login,167
2048,12263,App,Transfer,474
2049,7399,App,Consulta,477
2050,23578,App,Consulta,471
2051,20706,App,Transfer,256
2052,24389,Call Center,Transfer,106
2053,5216,Call Center,Transfer,60
2054,7220,Call Center,Login,24
2055,5544,Call Center,Login,136
2056,17774,App,Transfer,100
2057,15280,Call Center,Consulta,128
2058,13759,Call Center,Login,347
2059,18784,Call Center,Login,309
2060,1788,Call Center,Login,433
2061,19756,App,Login,33
2062,8009,Call Center,Consulta,335
2063,14703,App,Transfer,167
2064,5411,Web,Login,13
2065,8981,Call Center,Login,50
2066,22444,App,Consulta,156
2067,3357,Web,Transfer,330
2068,12934,Call Center,Consulta,432
2069,21160,App,Transfer,100
2070,18254,App,Login,291
2071,8968,Web,Transfer,35
2072,2482,Call Center,Transfer,213
2073,6851,Call Center,Consulta,9
2074,9806,App,Consulta,283
2075,15226,App,Consulta,428
2076,8880,Call Center,Transfer,309
2077,2567,App,Consulta,346
2078,8389,Web,Consulta,260
2079,22416,Call Center,Login,475
2080,8805,Call Center,Transfer,182
2081,19715,Call Center,Transfer,318
2082,3242,App,Consulta,475
2083,1317,App,Consulta,426
2084,20815,Web,Transfer,363
2085,23606,Call Center,Transfer,158
2086,7226,App,Login,7
2087,15843,App,Transfer,365
2088,20449,Call Center,Transfer,160
2089,19723,App,Transfer,247
2090,16924,App,Consulta,53
2091,16430,App,Transfer,350
2092,12734,Call Center,Login,418
2093,24755,Call Center,Consulta,146
2094,10015,App,Consulta,306
2095,1784,Web,Consulta,88
2096,13607,App,Login,345
2097,18793,Call Center,Consulta,370
2098,16533,Call Center,Consulta,162
2099,4111,App,Consulta,443
2100,12650,Call Center,Transfer,145
2101,16922,Web,Consulta,355
2102,12319,App,Login,308
2103,12681,Call Center,Transfer,30
2104,20796,Call Center,Transfer,73
2105,4331,App,Consulta,403
2106,7007,Web,Transfer,326
2107,9428,Call Center,Consulta,145
2108,5889,Web,Consulta,262
2109,5495,App,Transfer,174
2110,2264,App,Login,179
2111,13712,Call Center,Login,53
2112,6887,Web,Transfer,290
2113,1171,Web,Login,321
2114,10485,Web,Login,312
2115,11990,App,Transfer,235
2116,23804,Call Center,Transfer,177
2117,4800,App,Transfer,186
2118,5011,Web,Login,426
2119,2674,App,Login,297
2120,22568,App,Consulta,237
2121,13890,Web,Consulta,399
2122,39,App,Login,206
2123,12177,Web,Transfer,191
2124,8970,Web,Transfer,43
2125,1266,App,Consulta,322
2126,18662,Call Center,Login,435
2127,1041,App,Transfer,99
2128,14765,Call Center,Login,246
2129,22066,Web,Transfer,145
2130,24294,Call Center,Transfer,54
2131,11816,App,Login,58
2132,6936,App,Consulta,33
2133,5248,App,Login,381
2134,18129,App,Consulta,158
2135,17976,Call Center,Transfer,310
2136,23914,Web,Consulta,460
2137,3758,Call Center,Login,408
2138,15527,App,Login,351
2139,599,Call Center,Consulta,75
2140,10834,App,Login,84
2141,7647,App,Transfer,311
2142,2517,Web,Transfer,347
2143,7618,App,Transfer,67
2144,1310,Web,Consulta,228
2145,212,App,Login,451
2146,17791,Call Center,Consulta,432
2147,7435,App,Transfer,477
2148,2867,Call Center,Transfer,333
2149,3336,App,Consulta,283
2150,23090,Web,Consulta,331
2151,18846,Web,Login,72
2152,1017,Call Center,Consulta,397
2153,11421,Web,Transfer,390
2154,17870,Web,Consulta,244
2155,13973,Call Center,Consulta,63
2156,8481,App,Login,356
2157,18471,App,Login,350
2158,8149,Call Center,Login,193
2159,24736,Call Center,Consulta,75
2160,21889,Call Center,Transfer,273
2161,18880,Call Center,Transfer,99
2162,5682,App,Consulta,459
2163,23400,Web,Consulta,136
2164,3401,Call Center,Consulta,96
2165,23969,Web,Login,469
2166,14309,App,Consulta,325
2167,10517,Call Center,Login,339
2168,21769,App,Consulta,156
2169,10087,Web,Transfer,207
2170,22861,Call Center,Consulta,207
2171,13514,App,Consulta,199
2172,22149,Call Center,Transfer,19
2173,10875,Call Center,Login,462
2174,16379,Web,Consulta,39
2175,5915,Web,Transfer,139
2176,499,App,Consulta,33
2177,14374,Call Center,Login,288
2178,24384,App,Transfer,237
2179,21638,Call Center,Transfer,129
2180,19968,Call Center,Login,360
2181,5608,App,Consulta,15
2182,9943,App,Transfer,426
2183,7760,Call Center,Transfer,319
2184,15675,App,Consulta,78
2185,11767,App,Login,432
2186,21858,Web,Consulta,350
2187,11108,Web,Consulta,211
2188,1509,Call Center,Consulta,410
2189,17384,App,Consulta,348
2190,5818,Call Center,Transfer,20
2191,21099,Call Center,Login,262
2192,13853,Web,Login,213
2193,278,Web,Consulta,70
2194,24508,Call Center,Login,471
2195,13498,Web,Login,168
2196,10966,Web,Consulta,26
2197,13114,App,Transfer,454
2198,23862,Web,Transfer,269
2199,4040,Call Center,Transfer,180
2200,7226,Call Center,Login,385
2201,13839,Call Center,Consulta,141
2202,8473,App,Consulta,77
2203,2248,App,Consulta,304
2204,9423,Web,Transfer,125
2205,17186,Call Center,Login,341
2206,11838,App,Transfer,45
2207,23955,Web,Login,51
2208,20028,Call Center,Transfer,317
2209,10944,Call Center,Login,200
2210,10968,App,Consulta,388
2211,13353,App,Transfer,474
2212,18773,App,Transfer,318
2213,6438,Call Center,Consulta,444
2214,14826,Web,Consulta,371
2215,13540,Call Center,Login,335
2216,16287,Call Center,Login,245
2217,14166,App,Login,416
2218,20680,Call Center,Consulta,77
2219,5868,App,Login,67
2220,2257,Call Center,Consulta,355
2221,3783,App,Consulta,257
2222,5897,Web,Consulta,335
2223,14136,Web,Transfer,361
2224,19573,Call Center,Login,475
2225,15960,Call Center,Consulta,45
2226,5960,App,Transfer,13
2227,6732,App,Login,76
2228,9691,App,Login,361
2229,12164,Web,Consulta,389
2230,9703,App,Login,115
2231,22727,Call Center,Login,177
2232,15914,App,Login,384
2233,7474,App,Transfer,258
2234,12243,App,Login,282
2235,7436,Web,Login,462
2236,389,App,Transfer,184
2237,17086,Web,Login,465
2238,15888,App,Consulta,49
2239,13268,Web,Transfer,464
2240,15832,Call Center,Transfer,205
2241,8695,Call Center,Transfer,129
2242,3196,Web,Login,241
2243,19755,App,Transfer,6
2244,5586,App,Consulta,165
2245,3765,Call Center,Consulta,85
2246,19009,Web,Consulta,421
2247,9112,Call Center,Consulta,28
2248,20875,Call Center,Consulta,191
2249,21755,Call Center,Transfer,23
2250,11633,App,Transfer,373
2251,8132,Web,Transfer,339
2252,17838,Call Center,Consulta,275
2253,8322,Call Center,Login,409
2254,14127,Web,Transfer,382
2255,24569,Call Center,Consulta,371
2256,1834,Web,Consulta,404
2257,5218,App,Transfer,270
2258,5420,Call Center,Consulta,138
2259,7973,App,Login,165
2260,13459,Web,Consulta,130
2261,11165,Web,Consulta,320
2262,4182,App,Transfer,273
2263,11019,Call Center,Login,244
2264,12598,App,Transfer,189
2265,12516,App,Consulta,467
2266,19744,Call Center,Consulta,133
2267,14381,App,Consulta,263
2268,6348,App,Transfer,306
2269,6706,Call Center,Consulta,97
2270,8249,Web,Login,380
2271,7145,Web,Login,448
2272,19636,App,Consulta,19
2273,180,App,Transfer,28
2274,15722,Call Center,Consulta,221
2275,16102,App,Transfer,392
2276,18789,Web,Login,304
2277,20332,Call Center,Transfer,274
2278,9034,Web,Consulta,33
2279,20484,App,Transfer,171
2280,12016,Call Center,Login,458
2281,16072,Call Center,Consulta,275
2282,15424,App,Consulta,75
2283,10751,App,Consulta,433
2284,4181,App,Consulta,221
2285,7642,Web,Transfer,168
2286,5280,Web,Login,360
2287,11369,Web,Consulta,435
2288,259,Web,Consulta,385
2289,14741,App,Consulta,367
2290,12640,Web,Login,474
2291,20457,Web,Login,341
2292,2532,Web,Consulta,319
2293,18180,Call Center,Transfer,286
2294,2433,App,Transfer,48
2295,21100,App,Login,240
2296,21126,App,Transfer,163
2297,16851,Web,Login,99
2298,11407,App,Consulta,359
2299,20446,App,Transfer,316
2300,7366,App,Transfer,425
2301,10049,App,Transfer,455
2302,10614,Web,Login,271
2303,21264,Call Center,Transfer,338
2304,909,Call Center,Consulta,89
2305,23876,App,Consulta,13
2306,14791,Call Center,Transfer,61
2307,8177,Call Center,Transfer,132
2308,23974,App,Transfer,261
2309,24412,Web,Login,164
2310,2878,App,Transfer,353
2311,19820,App,Consulta,346
2312,6804,App,Transfer,263
2313,21097,App,Consulta,332
2314,12855,Web,Login,72
2315,2827,App,Transfer,450
2316,652,App,Login,307
2317,10254,Web,Login,73
2318,17681,App,Transfer,451
2319,4363,Web,Transfer,115
2320,726,Web,Login,97
2321,9026,Call Center,Consulta,225
2322,20968,Web,Consulta,316
2323,13877,App,Transfer,299
2324,6949,Web,Login,96
2325,18305,Call Center,Transfer,462
2326,14662,Web,Login,49
2327,4604,Web,Transfer,308
2328,9798,Call Center,Transfer,269
2329,1216,Call Center,Login,400
2330,17667,Call Center,Login,112
2331,19645,App,Login,181
2332,23684,Call Center,Transfer,378
2333,18483,App,Login,125
2334,13167,Call Center,Transfer,469
2335,1957,Web,Transfer,113
2336,4684,Call Center,Consulta,268
2337,11443,App,Consulta,354
2338,9000,App,Login,274
2339,9504,Web,Transfer,269
2340,7944,Call Center,Login,119
2341,21004,App,Consulta,418
2342,19991,Web,Transfer,464
2343,2120,Web,Consulta,172
2344,19681,Web,Transfer,29
2345,8715,App,Transfer,463
2346,1173,Call Center,Transfer,99
2347,14978,App,Login,17
2348,2878,Web,Login,448
2349,2309,Call Center,Login,204
2350,3809,Call Center,Transfer,94
2351,8305,Web,Login,255
2352,2776,App,Login,269
2353,2197,Call Center,Consulta,31
2354,934,App,Login,448
2355,5611,Web,Login,135
2356,5965,Web,Transfer,160
2357,23942,Web,Transfer,77
2358,2321,App,Transfer,119
2359,516,App,Transfer,30
2360,10223,App,Transfer,152
2361,20276,App,Consulta,416
2362,8067,Web,Transfer,256
2363,1705,Call Center,Consulta,299
2364,17519,Web,Login,164
2365,16690,Web,Transfer,377
2366,6854,Call Center,Consulta,159
2367,23710,Call Center,Transfer,78
2368,8212,Web,Consulta,257
2369,20248,App,Consulta,189
2370,1276,App,Transfer,230
2371,11208,Call Center,Transfer,406
2372,4279,Call Center,Consulta,112
2373,12044,App,Transfer,151
2374,5965,Call Center,Login,386
2375,24427,Web,Login,279
2376,20358,App,Login,48
2377,19059,Web,Transfer,190
2378,17702,Web,Transfer,288
2379,22642,App,Login,143
2380,10056,Call Center,Consulta,197
2381,11090,App,Transfer,210
2382,24927,Web,Consulta,283
2383,11966,App,Login,87
2384,17671,Web,Login,118
2385,3092,Call Center,Consulta,469
2386,6171,Web,Transfer,183
2387,18955,Web,Login,431
2388,7877,App,Transfer,455
2389,3710,App,Login,104
2390,18226,App,Consulta,458
2391,224,Call Center,Consulta,478
2392,15627,App,Transfer,326
2393,3677,Web,Consulta,479
2394,1460,App,Consulta,53
2395,16528,App,Login,331
2396,16511,App,Login,425
2397,6381,Call Center,Transfer,397
2398,23495,App,Login,221
2399,12633,Call Center,Transfer,351
2400,16937,Web,Consulta,361
2401,16408,App,Login,361
2402,17337,Web,Login,169
2403,13577,Call Center,Transfer,72
2404,12600,Web,Transfer,134
2405,8803,Call Center,Transfer,85
2406,13433,Web,Transfer,260
2407,3377,App,Consulta,39
2408,1279,App,Transfer,218
2409,6743,App,Consulta,369
2410,538,Web,Login,123
2411,12769,Call Center,Login,336
2412,7590,Call Center,Consulta,466
2413,18974,Web,Transfer,260
2414,425,Call Center,Consulta,6
2415,1036,Call Center,Transfer,420
2416,1713,Call Center,Transfer,22
2417,21613,Call Center,Login,75
2418,19800,Call Center,Login,142
2419,14426,Call Center,Consulta,289
2420,18414,Web,Transfer,281
2421,7832,Call Center,Login,98
2422,21028,Web,Login,333
2423,19169,Web,Consulta,201
2424,3670,Call Center,Consulta,32
2425,14110,Call Center,Login,427
2426,5748,App,Login,27
2427,15030,Call Center,Consulta,165
2428,21289,App,Consulta,235
2429,14179,App,Login,11
2430,19728,App,Login,298
2431,7682,Call Center,Consulta,224
2432,15831,App,Login,110
2433,16640,Web,Transfer,231
2434,23685,Web,Consulta,274
2435,2956,App,Login,177
2436,4151,App,Transfer,135
2437,19315,App,Consulta,61
2438,508,App,Transfer,8
2439,8510,App,Transfer,479
2440,691,Call Center,Login,434
2441,22799,Call Center,Consulta,444
2442,22388,Web,Consulta,25
2443,2544,App,Consulta,336
2444,18556,Web,Transfer,369
2445,13151,App,Transfer,104
2446,18611,App,Login,24
2447,12060,App,Login,252
2448,20203,Call Center,Consulta,32
2449,3540,Web,Transfer,112
2450,9380,Web,Consulta,247
2451,21724,App,Login,362
2452,12744,App,Login,108
2453,17515,Call Center,Consulta,468
2454,645,App,Transfer,131
2455,13810,Call Center,Consulta,166
2456,20058,Call Center,Transfer,457
2457,3546,App,Transfer,167
2458,6629,App,Consulta,197
2459,12796,App,Consulta,410
2460,16184,Web,Login,115
2461,4675,Web,Transfer,100
2462,16047,Call Center,Transfer,456
2463,24425,App,Login,279
2464,6030,Call Center,Login,371
2465,14213,App,Login,11
2466,10832,Call Center,Login,292
2467,8549,Web,Login,458
2468,21802,Call Center,Login,101
2469,20071,App,Login,104
2470,23375,Call Center,Consulta,140
2471,24495,Web,Login,28
2472,6174,Web,Login,12
2473,21199,Call Center,Transfer,380
2474,1664,Web,Login,229
2475,14676,Call Center,Login,49
2476,3700,App,Transfer,156
2477,518,App,Consulta,272
2478,347,Call Center,Consulta,211
2479,24754,App,Transfer,133
2480,8670,App,Consulta,265
2481,12874,App,Transfer,142
2482,12803,Call Center,Login,157
2483,16050,Web,Transfer,62
2484,3355,Web,Login,171
2485,24650,App,Consulta,134
2486,1873,Call Center,Consulta,260
2487,270,App,Login,422
2488,13825,Call Center,Consulta,451
2489,23425,Call Center,Login,85
2490,6718,Call Center,Consulta,143
2491,20493,Call Center,Login,83
2492,23543,Web,Consulta,290
2493,10358,Call Center,Login,306
2494,17255,App,Consulta,143
2495,20658,App,Consulta,13
2496,938,Call Center,Transfer,318
2497,8595,Call Center,Login,419
2498,8976,App,Login,116
2499,14395,Call Center,Consulta,184
2500,717,Web,Transfer,96
