Investment_ID,Client_ID,Type_Client,Account_ID,Investment_Type,Investment_Amount,Current_Value,Interest_Rate,Start_Date,Maturity_Date,Risk_Level,Status,Created_At,Updated_At
896,754,Individual,1527,Depósito a Plazo,12197.12,12343.38,1.2,2021-10-31,2022-10-31,Baja,Vencido,2021-10-25 19:01:35,2022-10-12 06:33:20
897,755,Empresa,1528,Depósito a Plazo,11868.35,12010.67,1.2,2020-08-31,2021-08-31,Baja,Vencido,2020-08-30 05:17:35,2023-11-14 21:29:08
898,755,Empresa,1528,Depósito a Plazo,17530.99,17741.8,1.2,2024-02-22,2025-02-22,Baja,Vencido,2024-02-19 17:07:59,2024-08-02 19:25:44
899,755,Empresa,1528,Fondo Renta Variable,7554.91,7657.53,5.0,2025-02-07,2030-02-07,Media,Activo,2025-01-31 11:16:24,2025-02-14 05:37:16
900,757,Empresa,1531,Fondo Renta Variable,11161.86,12161.33,5.0,2023-08-16,2028-08-16,Media,Activo,2023-08-15 06:55:34,2024-06-12 05:33:50
901,757,Empresa,1531,Fondo Renta Variable,7546.9,7770.94,5.0,2024-10-12,2029-10-12,Media,Activo,2024-10-09 02:19:31,2025-05-10 03:23:53
902,758,Individual,1533,Depósito a Plazo,12015.41,12159.89,1.2,2023-12-08,2024-12-08,Baja,Vencido,2023-12-07 15:48:16,2024-07-26 17:00:08
903,758,Individual,1533,Fondo Renta Variable,62105.74,74358.98,5.0,2021-09-09,2026-09-09,Media,Activo,2021-09-06 23:53:47,2021-10-27 06:44:41
904,759,Empresa,1537,Fondo Renta Variable,37416.42,43501.18,5.0,2022-04-17,2027-04-17,Media,Activo,2022-04-13 11:52:19,2024-10-15 08:16:50
905,762,Individual,1545,Depósito a Plazo,3210.66,3249.16,1.2,2021-01-10,2022-01-10,Baja,Vencido,2021-01-06 21:52:12,2024-07-04 08:21:23
906,762,Individual,1544,Fondo Renta Variable,55420.48,69512.13,5.0,2020-09-26,2025-09-26,Media,Activo,2020-09-19 03:07:08,2022-05-18 21:05:07
907,763,Individual,1547,Depósito a Plazo,13096.81,13254.3,1.2,2023-11-07,2024-11-07,Baja,Vencido,2023-11-06 22:24:20,2024-09-29 01:28:26
908,763,Individual,1546,Fondo Renta Fija,5058.69,5447.38,2.5,2020-12-20,2023-12-20,Baja,Vencido,2020-12-17 10:10:11,2021-03-02 02:33:21
909,763,Individual,1547,Fondo Renta Variable,60708.31,63699.04,5.0,2024-05-24,2029-05-24,Media,Activo,2024-05-21 04:49:41,2024-07-13 08:32:43
910,764,Empresa,1548,Fondo Renta Fija,19806.4,21267.77,2.5,2022-07-01,2025-07-01,Baja,Activo,2022-06-29 13:52:31,2024-12-23 12:30:13
911,764,Empresa,1548,Depósito a Plazo,17568.62,17779.3,1.2,2023-01-13,2024-01-13,Baja,Vencido,2023-01-06 00:51:26,2025-02-06 20:59:00
912,766,Empresa,1552,Fondo Renta Variable,28016.65,28894.64,5.0,2024-09-30,2029-09-30,Media,Activo,2024-09-25 07:28:17,2025-05-03 14:24:31
913,766,Empresa,1554,Fondo Renta Fija,30045.42,32260.07,2.5,2022-07-02,2025-07-02,Baja,Activo,2022-07-01 12:16:34,2024-01-01 13:15:57
914,767,Individual,1555,Depósito a Plazo,5300.12,5363.68,1.2,2021-11-03,2022-11-03,Baja,Vencido,2021-10-31 13:11:49,2023-03-22 03:14:48
915,767,Individual,1555,Fondo Renta Variable,59641.8,60451.92,5.0,2025-02-07,2030-02-07,Media,Activo,2025-02-03 22:45:40,2025-05-07 04:13:53
916,767,Individual,1555,Fondo Renta Variable,83169.7,92475.69,5.0,2023-03-17,2028-03-17,Media,Activo,2023-03-12 19:59:19,2024-12-06 16:10:10
917,768,Individual,1556,Depósito a Plazo,11989.41,12133.18,1.2,2021-11-30,2022-11-30,Baja,Vencido,2021-11-26 02:59:12,2023-06-12 21:56:41
918,770,Empresa,1558,Fondo Renta Fija,17540.65,18359.63,2.5,2023-07-14,2026-07-14,Baja,Activo,2023-07-13 23:46:38,2024-12-01 00:48:09
919,771,Empresa,1561,Fondo Renta Fija,42494.39,43154.47,2.5,2024-10-03,2027-10-03,Baja,Activo,2024-10-02 12:01:29,2025-05-19 18:57:41
920,773,Individual,1564,Depósito a Plazo,7459.27,7548.72,1.2,2020-06-16,2021-06-16,Baja,Vencido,2020-06-15 23:44:03,2023-09-10 02:21:41
921,773,Individual,1564,Depósito a Plazo,12563.98,12714.64,1.2,2020-11-22,2021-11-22,Baja,Vencido,2020-11-17 13:56:08,2022-10-07 08:11:23
922,773,Individual,1564,Fondo Renta Variable,66951.51,79308.74,5.0,2021-11-28,2026-11-28,Media,Activo,2021-11-23 15:24:00,2024-10-30 18:05:48
923,775,Individual,1568,Fondo Renta Variable,28521.36,31183.37,5.0,2023-07-21,2028-07-21,Media,Activo,2023-07-16 11:37:39,2024-07-20 00:35:35
924,776,Empresa,1572,Fondo Renta Fija,32536.03,32952.19,2.5,2024-11-12,2027-11-12,Baja,Activo,2024-11-05 18:47:17,2025-01-08 21:10:52
925,776,Empresa,1571,Fondo Renta Fija,10318.12,10592.35,2.5,2024-04-26,2027-04-26,Baja,Activo,2024-04-22 15:21:41,2024-10-31 07:19:55
926,777,Individual,1574,Fondo Renta Variable,50141.59,50917.8,5.0,2025-01-24,2030-01-24,Media,Activo,2025-01-21 06:13:47,2025-05-12 22:46:42
927,779,Empresa,1578,Fondo Renta Variable,26636.66,31738.98,5.0,2021-10-15,2026-10-15,Media,Activo,2021-10-13 16:17:38,2025-02-25 19:24:33
928,779,Empresa,1579,Fondo Renta Fija,5341.5,5683.5,2.5,2022-11-13,2025-11-13,Baja,Activo,2022-11-12 23:59:33,2024-04-30 09:09:13
929,780,Individual,1581,Fondo Renta Variable,53796.65,59984.07,5.0,2023-02-24,2028-02-24,Media,Activo,2023-02-23 04:23:33,2025-04-21 23:33:01
930,781,Empresa,1582,Depósito a Plazo,4861.87,4920.17,1.2,2022-11-13,2023-11-13,Baja,Vencido,2022-11-12 03:08:15,2023-02-06 21:25:16
931,783,Empresa,1588,Fondo Renta Fija,47531.56,49814.77,2.5,2023-06-25,2026-06-25,Baja,Activo,2023-06-18 14:04:35,2024-12-04 09:22:13
932,784,Individual,1592,Fondo Renta Variable,15089.6,16155.58,5.0,2023-12-25,2028-12-25,Media,Activo,2023-12-20 23:26:16,2024-06-19 16:30:10
933,784,Individual,1591,Fondo Renta Fija,27185.46,29276.26,2.5,2021-07-25,2024-07-25,Baja,Vencido,2021-07-18 21:58:07,2023-02-26 22:59:12
934,785,Individual,1594,Fondo Renta Variable,50473.64,57371.9,5.0,2022-10-03,2027-10-03,Media,Activo,2022-09-30 07:51:45,2024-01-07 13:06:27
935,786,Individual,1596,Fondo Renta Variable,19788.91,23093.25,5.0,2022-03-20,2027-03-20,Media,Activo,2022-03-18 17:31:39,2023-05-25 16:52:14
936,786,Individual,1596,Fondo Renta Variable,53745.53,57166.87,5.0,2024-02-12,2029-02-12,Media,Activo,2024-02-09 02:50:03,2025-02-16 14:20:15
937,787,Individual,1597,Fondo Renta Variable,69712.11,88969.31,5.0,2020-03-13,2025-03-13,Media,Vencido,2020-03-11 23:52:51,2023-06-15 11:46:45
938,789,Empresa,1599,Fondo Renta Fija,15043.34,16200.31,2.5,2021-04-20,2024-04-20,Baja,Vencido,2021-04-19 05:04:43,2024-07-09 22:03:27
939,790,Empresa,1604,Depósito a Plazo,2058.15,2082.83,1.2,2021-04-20,2022-04-20,Baja,Vencido,2021-04-15 08:44:56,2022-08-16 13:31:34
940,790,Empresa,1603,Fondo Renta Fija,16949.25,18100.42,2.5,2022-09-20,2025-09-20,Baja,Activo,2022-09-16 14:04:10,2023-03-26 16:36:51
941,792,Individual,1608,Fondo Renta Fija,28053.34,28620.37,2.5,2024-07-27,2027-07-27,Baja,Activo,2024-07-26 16:22:58,2025-02-01 07:23:05
942,793,Individual,1611,Depósito a Plazo,15674.02,15862.5,1.2,2023-09-22,2024-09-22,Baja,Vencido,2023-09-18 22:26:10,2024-04-13 10:52:41
943,794,Individual,1613,Fondo Renta Variable,92726.42,113343.66,5.0,2021-04-07,2026-04-07,Media,Activo,2021-04-04 18:01:30,2023-10-08 03:30:04
944,795,Individual,1615,Depósito a Plazo,10053.96,10174.52,1.2,2024-03-10,2025-03-10,Baja,Vencido,2024-03-07 05:08:27,2024-09-27 16:32:04
945,796,Individual,1618,Fondo Renta Fija,27002.74,29077.52,2.5,2020-10-04,2023-10-04,Baja,Vencido,2020-09-28 13:54:23,2022-09-03 06:30:42
946,797,Empresa,1619,Fondo Renta Variable,15724.24,16916.2,5.0,2023-11-19,2028-11-19,Media,Activo,2023-11-12 20:04:30,2024-07-03 10:33:39
947,797,Empresa,1621,Fondo Renta Variable,28710.48,30998.45,5.0,2023-10-23,2028-10-23,Media,Activo,2023-10-21 17:59:29,2024-10-31 12:15:21
948,797,Empresa,1620,Fondo Renta Fija,41640.67,42013.93,2.5,2025-01-07,2028-01-07,Baja,Activo,2025-01-04 03:46:45,2025-05-09 08:09:07
949,798,Individual,1622,Depósito a Plazo,18206.56,18424.89,1.2,2023-02-21,2024-02-21,Baja,Vencido,2023-02-15 13:02:34,2023-06-20 07:44:50
950,801,Individual,1628,Depósito a Plazo,5073.7,5134.71,1.2,2023-11-08,2024-11-08,Baja,Vencido,2023-11-03 03:57:17,2024-10-13 13:17:31
951,804,Individual,1632,Fondo Renta Variable,52619.36,53748.91,5.0,2024-12-11,2029-12-11,Media,Activo,2024-12-08 23:09:34,2025-04-09 07:27:49
952,804,Individual,1632,Fondo Renta Variable,14730.22,15840.48,5.0,2023-11-22,2028-11-22,Media,Activo,2023-11-18 15:12:49,2024-05-05 18:17:20
953,804,Individual,1632,Depósito a Plazo,12509.41,12659.83,1.2,2023-10-13,2024-10-13,Baja,Vencido,2023-10-12 23:02:26,2024-07-01 18:40:18
954,805,Individual,1635,Fondo Renta Fija,41818.87,45035.11,2.5,2020-02-13,2023-02-13,Baja,Vencido,2020-02-08 03:38:35,2020-03-12 02:30:54
955,806,Individual,1636,Fondo Renta Fija,20976.06,22589.3,2.5,2021-11-30,2024-11-30,Baja,Vencido,2021-11-28 15:18:41,2024-02-19 22:01:50
956,807,Empresa,1637,Fondo Renta Variable,43636.53,43764.96,5.0,2025-04-27,2030-04-27,Media,Activo,2025-04-21 04:46:06,2025-05-03 07:19:53
957,807,Empresa,1637,Fondo Renta Variable,43340.04,43363.2,5.0,2025-05-15,2030-05-15,Media,Activo,2025-05-10 14:52:19,2025-05-13 10:39:22
958,807,Empresa,1637,Fondo Renta Fija,42870.1,46167.19,2.5,2022-02-01,2025-02-01,Baja,Vencido,2022-01-27 23:24:18,2022-04-10 19:44:19
959,808,Individual,1639,Fondo Renta Fija,25796.55,27722.37,2.5,2022-06-19,2025-06-19,Baja,Activo,2022-06-15 08:05:51,2023-12-03 08:57:30
960,808,Individual,1639,Fondo Renta Variable,67431.68,74021.38,5.0,2023-06-21,2028-06-21,Media,Activo,2023-06-19 16:34:45,2024-12-06 07:37:47
961,809,Individual,1641,Fondo Renta Variable,71224.01,88431.65,5.0,2020-12-11,2025-12-11,Media,Activo,2020-12-07 17:22:24,2023-05-29 12:39:36
962,810,Individual,1642,Fondo Renta Fija,16745.27,18033.13,2.5,2021-12-30,2024-12-30,Baja,Vencido,2021-12-24 02:33:02,2023-10-18 08:20:37
963,810,Individual,1643,Fondo Renta Fija,1545.7,1664.47,2.5,2020-12-15,2023-12-15,Baja,Vencido,2020-12-09 03:24:23,2021-08-12 02:47:48
964,812,Empresa,1646,Fondo Renta Variable,27152.1,33860.95,5.0,2020-11-08,2025-11-08,Media,Activo,2020-11-05 22:00:03,2025-03-04 14:28:17
965,812,Empresa,1647,Fondo Renta Variable,35433.91,41124.79,5.0,2022-04-30,2027-04-30,Media,Activo,2022-04-24 02:17:08,2023-05-15 21:18:41
966,813,Individual,1649,Fondo Renta Variable,46994.49,52106.4,5.0,2023-04-07,2028-04-07,Media,Activo,2023-04-06 03:03:57,2024-03-12 04:13:58
967,814,Individual,1650,Depósito a Plazo,15374.51,15445.98,1.2,2024-12-28,2025-12-28,Baja,Activo,2024-12-23 11:58:55,2025-02-28 19:06:24
968,815,Individual,1654,Fondo Renta Fija,41451.86,44636.86,2.5,2020-10-19,2023-10-19,Baja,Vencido,2020-10-13 16:25:27,2024-11-15 22:28:02
969,816,Individual,1656,Fondo Renta Fija,41732.96,44300.07,2.5,2022-12-18,2025-12-18,Baja,Activo,2022-12-11 19:39:19,2024-07-06 07:55:03
970,816,Individual,1658,Depósito a Plazo,11660.8,11800.63,1.2,2022-11-25,2023-11-25,Baja,Vencido,2022-11-24 13:55:22,2023-01-23 09:56:22
971,816,Individual,1657,Fondo Renta Variable,80533.06,101537.62,5.0,2020-08-18,2025-08-18,Media,Activo,2020-08-13 14:24:14,2023-09-27 07:07:12
972,817,Individual,1660,Depósito a Plazo,5838.62,5908.64,1.2,2022-04-21,2023-04-21,Baja,Vencido,2022-04-15 23:41:59,2023-11-07 13:53:25
973,818,Individual,1661,Depósito a Plazo,2548.46,2579.02,1.2,2022-02-13,2023-02-13,Baja,Vencido,2022-02-12 06:30:40,2022-05-03 01:15:59
974,818,Individual,1662,Depósito a Plazo,2490.82,2520.69,1.2,2020-12-01,2021-12-01,Baja,Vencido,2020-11-29 01:43:33,2023-01-25 07:20:18
975,819,Individual,1665,Fondo Renta Variable,27048.62,34080.65,5.0,2020-08-23,2025-08-23,Media,Activo,2020-08-22 02:03:32,2021-05-07 20:38:18
976,819,Individual,1664,Fondo Renta Variable,85101.2,102082.1,5.0,2021-08-26,2026-08-26,Media,Activo,2021-08-20 00:53:49,2023-01-16 10:55:20
977,820,Individual,1666,Depósito a Plazo,3371.59,3405.23,1.2,2024-07-19,2025-07-19,Baja,Activo,2024-07-17 12:18:37,2024-08-22 13:05:04
978,820,Individual,1666,Fondo Renta Fija,30575.81,31573.6,2.5,2024-01-30,2027-01-30,Baja,Activo,2024-01-24 23:00:49,2025-01-16 07:49:41
979,821,Empresa,1667,Depósito a Plazo,7660.64,7752.76,1.2,2024-01-06,2025-01-06,Baja,Vencido,2024-01-01 09:49:16,2024-07-14 01:56:33
980,822,Individual,1670,Fondo Renta Fija,2321.28,2499.81,2.5,2021-12-20,2024-12-20,Baja,Vencido,2021-12-14 20:40:08,2025-02-08 04:36:36
981,822,Individual,1669,Fondo Renta Variable,40427.54,44360.5,5.0,2023-06-24,2028-06-24,Media,Activo,2023-06-21 20:03:11,2023-08-25 00:48:09
982,824,Individual,1674,Depósito a Plazo,6682.55,6762.69,1.2,2023-02-04,2024-02-04,Baja,Vencido,2023-02-01 17:47:01,2024-10-27 20:05:26
983,826,Individual,1678,Fondo Renta Fija,44384.62,47794.96,2.5,2020-08-07,2023-08-07,Baja,Vencido,2020-08-06 06:38:43,2022-05-21 14:22:25
984,827,Individual,1681,Fondo Renta Fija,34812.99,36031.78,2.5,2023-12-27,2026-12-27,Baja,Activo,2023-12-25 13:51:42,2024-12-01 09:53:04
985,827,Individual,1680,Fondo Renta Variable,97155.83,109260.31,5.0,2022-12-22,2027-12-22,Media,Activo,2022-12-16 00:03:40,2023-02-25 19:13:10
986,828,Empresa,1683,Fondo Renta Variable,97024.64,110565.31,5.0,2022-09-14,2027-09-14,Media,Activo,2022-09-13 22:53:29,2025-02-23 01:01:40
987,828,Empresa,1683,Fondo Renta Fija,37822.63,38529.77,2.5,2024-08-18,2027-08-18,Baja,Activo,2024-08-11 07:38:32,2025-03-02 19:03:19
988,829,Individual,1685,Fondo Renta Variable,12305.01,14968.81,5.0,2021-05-13,2026-05-13,Media,Activo,2021-05-07 07:11:15,2025-02-16 13:14:45
989,829,Individual,1685,Fondo Renta Fija,33869.9,36472.33,2.5,2020-05-14,2023-05-14,Baja,Vencido,2020-05-11 20:20:34,2022-11-12 06:05:35
990,829,Individual,1685,Fondo Renta Variable,78422.34,81269.82,5.0,2024-08-25,2029-08-25,Media,Activo,2024-08-23 16:27:39,2024-09-14 03:13:59
991,829,Individual,1685,Fondo Renta Fija,17246.88,18286.75,2.5,2023-01-04,2026-01-04,Baja,Activo,2022-12-30 03:31:31,2023-10-01 05:18:29
992,830,Individual,1686,Fondo Renta Fija,30736.97,32884.56,2.5,2022-08-24,2025-08-24,Baja,Activo,2022-08-20 04:07:05,2025-03-20 05:16:19
993,831,Individual,1688,Fondo Renta Variable,52112.32,58464.16,5.0,2023-01-09,2028-01-09,Media,Activo,2023-01-05 17:39:50,2023-04-06 18:32:16
994,832,Empresa,1689,Fondo Renta Fija,31152.97,33548.91,2.5,2022-05-11,2025-05-11,Baja,Vencido,2022-05-09 01:01:11,2023-06-27 12:54:52
995,832,Empresa,1690,Fondo Renta Fija,33199.68,34862.73,2.5,2023-05-27,2026-05-27,Baja,Activo,2023-05-23 19:46:03,2025-04-17 18:47:32
996,833,Individual,1691,Fondo Renta Variable,36815.47,42540.3,5.0,2022-06-02,2027-06-02,Media,Activo,2022-06-01 08:18:56,2024-11-14 08:20:52
997,834,Individual,1692,Depósito a Plazo,18131.04,18348.46,1.2,2022-09-08,2023-09-08,Baja,Vencido,2022-09-06 12:09:19,2025-05-16 00:37:12
998,835,Individual,1693,Depósito a Plazo,7334.9,7422.86,1.2,2020-07-15,2021-07-15,Baja,Vencido,2020-07-14 22:34:48,2022-08-25 08:53:52
999,836,Individual,1695,Fondo Renta Variable,67070.13,74365.81,5.0,2023-04-07,2028-04-07,Media,Activo,2023-04-03 15:21:15,2024-10-23 22:44:20
1000,838,Empresa,1698,Fondo Renta Fija,43618.82,44404.3,2.5,2024-08-28,2027-08-28,Baja,Activo,2024-08-21 09:10:13,2025-03-08 03:45:22
1001,840,Empresa,1701,Fondo Renta Variable,88065.58,104431.37,5.0,2021-11-20,2026-11-20,Media,Activo,2021-11-17 03:23:30,2024-05-29 11:43:52
1002,841,Individual,1703,Depósito a Plazo,11358.13,11375.21,1.2,2025-04-03,2026-04-03,Baja,Activo,2025-03-27 17:58:19,2025-05-06 22:16:39
1003,841,Individual,1703,Depósito a Plazo,12877.07,13022.55,1.2,2024-06-09,2025-06-09,Baja,Activo,2024-06-04 23:26:01,2024-07-26 14:46:50
1004,841,Individual,1704,Depósito a Plazo,5178.81,5240.91,1.2,2022-04-07,2023-04-07,Baja,Vencido,2022-03-31 16:05:33,2024-12-15 05:08:09
1005,842,Individual,1707,Fondo Renta Fija,29491.29,31759.43,2.5,2021-07-26,2024-07-26,Baja,Vencido,2021-07-24 08:08:06,2022-10-24 09:08:10
1006,842,Individual,1707,Depósito a Plazo,5287.6,5351.18,1.2,2023-05-23,2024-05-23,Baja,Vencido,2023-05-17 11:43:15,2024-08-11 10:12:10
1007,843,Empresa,1708,Fondo Renta Variable,44748.17,47851.76,5.0,2024-01-03,2029-01-03,Media,Activo,2023-12-31 02:55:16,2025-05-12 14:26:50
1008,843,Empresa,1708,Depósito a Plazo,3546.55,3589.08,1.2,2023-02-17,2024-02-17,Baja,Vencido,2023-02-13 10:35:05,2023-05-10 22:02:50
1009,844,Individual,1711,Fondo Renta Variable,72938.48,86112.67,5.0,2021-12-23,2026-12-23,Media,Activo,2021-12-21 22:36:05,2022-12-16 16:44:52
1010,845,Individual,1712,Fondo Renta Fija,32964.55,35499.81,2.5,2022-03-12,2025-03-12,Baja,Vencido,2022-03-11 12:21:35,2024-07-11 01:46:44
1011,845,Individual,1713,Fondo Renta Fija,3993.32,4300.44,2.5,2021-07-11,2024-07-11,Baja,Vencido,2021-07-04 20:27:18,2022-03-26 02:55:05
1012,845,Individual,1712,Fondo Renta Fija,36746.31,36938.09,2.5,2025-03-03,2028-03-03,Baja,Activo,2025-03-02 07:49:51,2025-03-26 04:29:47
1013,846,Empresa,1715,Fondo Renta Variable,12041.23,15367.49,5.0,2020-04-17,2025-04-17,Media,Vencido,2020-04-15 11:51:44,2021-10-12 07:57:13
1014,846,Empresa,1715,Fondo Renta Variable,21907.48,25449.73,5.0,2022-04-23,2027-04-23,Media,Activo,2022-04-17 22:52:08,2022-05-08 13:50:03
1015,847,Individual,1716,Fondo Renta Variable,49887.35,53740.75,5.0,2023-11-09,2028-11-09,Media,Activo,2023-11-06 16:24:06,2024-11-16 09:25:00
1016,847,Individual,1716,Depósito a Plazo,11141.85,11275.46,1.2,2020-04-21,2021-04-21,Baja,Vencido,2020-04-18 07:02:21,2023-02-11 09:47:12
1017,849,Empresa,1720,Depósito a Plazo,14624.89,14800.27,1.2,2022-11-18,2023-11-18,Baja,Vencido,2022-11-12 21:18:24,2023-06-28 06:11:43
1018,849,Empresa,1720,Fondo Renta Variable,89780.5,111545.84,5.0,2020-12-06,2025-12-06,Media,Activo,2020-12-03 23:25:36,2022-03-04 23:42:06
1019,850,Individual,1721,Fondo Renta Variable,45080.39,55480.46,5.0,2021-02-15,2026-02-15,Media,Activo,2021-02-09 08:43:57,2023-03-12 17:01:16
1020,851,Individual,1723,Fondo Renta Variable,21364.23,25743.86,5.0,2021-07-23,2026-07-23,Media,Activo,2021-07-20 01:32:56,2023-07-11 11:56:37
1021,851,Individual,1723,Fondo Renta Fija,33868.6,36473.39,2.5,2021-08-07,2024-08-07,Baja,Vencido,2021-08-01 15:50:32,2024-07-25 17:59:05
1022,852,Individual,1724,Fondo Renta Fija,1983.25,2135.78,2.5,2021-03-23,2024-03-23,Baja,Vencido,2021-03-17 15:31:59,2025-02-01 04:00:34
1023,854,Individual,1729,Fondo Renta Fija,29225.52,30683.27,2.5,2023-05-30,2026-05-30,Baja,Activo,2023-05-24 03:12:01,2025-02-20 19:37:35
1024,854,Individual,1729,Fondo Renta Fija,40658.26,43782.28,2.5,2020-09-05,2023-09-05,Baja,Vencido,2020-09-03 20:56:32,2022-01-22 14:58:24
1025,855,Individual,1730,Depósito a Plazo,18410.39,18473.03,1.2,2025-02-04,2026-02-04,Baja,Activo,2025-02-03 03:07:28,2025-02-06 10:37:27
1026,857,Individual,1734,Fondo Renta Fija,31581.62,32067.85,2.5,2024-10-05,2027-10-05,Baja,Activo,2024-10-02 06:06:44,2024-11-29 07:48:45
1027,858,Individual,1737,Depósito a Plazo,1431.54,1448.75,1.2,2023-03-25,2024-03-25,Baja,Vencido,2023-03-22 16:46:56,2023-04-07 05:27:06
1028,860,Empresa,1740,Depósito a Plazo,4523.38,4577.62,1.2,2021-01-08,2022-01-08,Baja,Vencido,2021-01-06 09:14:06,2024-02-26 02:11:43
1029,860,Empresa,1739,Fondo Renta Variable,85425.61,96815.84,5.0,2022-10-25,2027-10-25,Media,Activo,2022-10-18 20:03:29,2024-05-16 22:48:34
1030,861,Individual,1741,Fondo Renta Fija,37449.09,37560.65,2.5,2025-04-05,2028-04-05,Baja,Activo,2025-04-03 15:51:04,2025-04-19 18:11:42
1031,861,Individual,1741,Fondo Renta Fija,3872.88,4170.74,2.5,2021-03-18,2024-03-18,Baja,Vencido,2021-03-16 02:05:02,2025-05-17 01:35:04
1032,862,Individual,1744,Depósito a Plazo,17493.99,17703.77,1.2,2022-03-12,2023-03-12,Baja,Vencido,2022-03-05 12:26:54,2023-10-31 20:53:55
1033,862,Individual,1742,Depósito a Plazo,5577.16,5644.04,1.2,2021-08-24,2022-08-24,Baja,Vencido,2021-08-20 17:41:56,2024-12-24 21:08:18
1034,863,Individual,1746,Fondo Renta Fija,46734.63,47463.78,2.5,2024-10-02,2027-10-02,Baja,Activo,2024-09-29 06:13:51,2024-10-21 13:28:13
1035,864,Individual,1748,Fondo Renta Fija,14884.18,15250.87,2.5,2024-05-24,2027-05-24,Baja,Activo,2024-05-17 23:35:12,2024-06-15 22:21:08
1036,866,Individual,1752,Depósito a Plazo,3887.11,3930.26,1.2,2024-06-15,2025-06-15,Baja,Activo,2024-06-10 00:11:55,2024-07-20 17:02:43
1037,867,Individual,1754,Depósito a Plazo,3010.64,3046.74,1.2,2021-09-19,2022-09-19,Baja,Vencido,2021-09-13 17:06:37,2022-12-22 20:20:11
1038,867,Individual,1754,Depósito a Plazo,4413.88,4466.96,1.2,2023-03-19,2024-03-19,Baja,Vencido,2023-03-15 17:14:35,2023-08-14 17:49:44
1039,868,Individual,1757,Fondo Renta Fija,11275.04,12142.19,2.5,2021-09-15,2024-09-15,Baja,Vencido,2021-09-08 07:39:54,2025-01-20 16:05:50
1040,869,Individual,1758,Depósito a Plazo,16398.84,16595.49,1.2,2021-07-26,2022-07-26,Baja,Vencido,2021-07-21 09:12:08,2023-01-27 06:41:52
1041,870,Individual,1760,Fondo Renta Fija,16319.02,17019.87,2.5,2023-09-05,2026-09-05,Baja,Activo,2023-09-03 05:40:33,2024-12-14 04:41:47
1042,871,Empresa,1763,Fondo Renta Fija,8153.59,8326.27,2.5,2024-07-13,2027-07-13,Baja,Activo,2024-07-06 03:14:35,2025-05-09 13:01:29
1043,872,Empresa,1764,Fondo Renta Variable,88590.61,108317.21,5.0,2021-04-05,2026-04-05,Media,Activo,2021-03-31 16:29:21,2023-08-18 04:13:56
1044,874,Individual,1767,Depósito a Plazo,17869.5,18084.38,1.2,2023-05-31,2024-05-31,Baja,Vencido,2023-05-29 06:01:37,2025-04-20 22:11:23
1045,874,Individual,1768,Fondo Renta Variable,54209.92,66396.12,5.0,2021-03-23,2026-03-23,Media,Activo,2021-03-17 22:07:44,2024-10-15 16:45:38
1046,875,Individual,1769,Fondo Renta Variable,10226.78,12419.1,5.0,2021-05-26,2026-05-26,Media,Activo,2021-05-19 03:09:52,2025-04-27 08:31:25
1047,876,Individual,1771,Depósito a Plazo,14787.27,14965.08,1.2,2024-01-05,2025-01-05,Baja,Vencido,2023-12-30 10:58:04,2024-06-06 13:16:02
1048,876,Individual,1770,Depósito a Plazo,11592.52,11731.92,1.2,2020-02-18,2021-02-18,Baja,Vencido,2020-02-17 08:53:08,2024-09-10 02:54:17
1049,877,Individual,1772,Fondo Renta Fija,32078.19,32256.51,2.5,2025-02-26,2028-02-26,Baja,Activo,2025-02-24 06:24:08,2025-03-18 02:06:29
1050,879,Individual,1778,Fondo Renta Fija,29404.99,31664.35,2.5,2020-08-26,2023-08-26,Baja,Vencido,2020-08-20 18:10:02,2023-10-28 13:53:09
1051,879,Individual,1777,Fondo Renta Fija,2749.41,2812.77,2.5,2024-06-16,2027-06-16,Baja,Activo,2024-06-11 20:24:59,2025-01-01 14:23:54
1052,880,Individual,1780,Depósito a Plazo,7984.89,8080.64,1.2,2021-09-13,2022-09-13,Baja,Vencido,2021-09-10 05:15:53,2023-03-29 01:41:52
1053,881,Individual,1781,Fondo Renta Fija,48913.45,50903.88,2.5,2023-10-07,2026-10-07,Baja,Activo,2023-10-02 07:20:59,2024-07-23 01:32:43
1054,882,Empresa,1783,Depósito a Plazo,19553.91,19788.4,1.2,2021-05-06,2022-05-06,Baja,Vencido,2021-05-03 01:29:10,2022-06-07 20:20:38
1055,882,Empresa,1783,Depósito a Plazo,9930.69,10049.78,1.2,2021-07-27,2022-07-27,Baja,Vencido,2021-07-20 08:33:36,2022-12-10 22:56:15
1056,882,Empresa,1784,Fondo Renta Variable,42513.88,48298.46,5.0,2022-10-07,2027-10-07,Media,Activo,2022-10-02 23:01:59,2023-07-31 09:58:50
1057,884,Empresa,1788,Fondo Renta Fija,2896.31,3095.53,2.5,2022-09-08,2025-09-08,Baja,Activo,2022-09-01 07:29:24,2023-01-02 02:25:15
1058,884,Empresa,1788,Fondo Renta Variable,70019.71,74956.1,5.0,2023-12-26,2028-12-26,Media,Activo,2023-12-23 00:30:50,2024-08-20 02:11:33
1059,884,Empresa,1788,Depósito a Plazo,15138.26,15319.79,1.2,2020-03-06,2021-03-06,Baja,Vencido,2020-03-02 18:10:34,2022-04-26 04:28:37
